Age,BIB,Pnt,Prev,Rider,Rnk,Team,UCI,\u25bc\u25b2,stage,year
27,5,10,20.0,Kwiatkowski Michal,21,Team Sky,,\u25bc1,13,2017
27,21,8,,Quintana Nairo,22,Movistar Team,,-,13,2017
31,159,7,22.0,Simon Julien,23,"Cofidis, Solutions Cr\xe9dits",,\u25bc1,13,2017
31,213,7,21.0,Feillu Brice,24,Fortuneo - Oscaro,,\u25bc3,13,2017
30,188,6,23.0,Uran Rigoberto,25,Cannondale-Drapac Pro Cycling Team,,\u25bc2,13,2017
24,201,6,25.0,Martin Guillaume,26,Wanty - Groupe Gobert,,\u25bc1,13,2017
28,38,6,24.0,Pantano Jarlinson,27,Trek - Segafredo,,\u25bc3,13,2017
33,96,5,26.0,Pauwels Serge,28,Team Dimension Data,,\u25bc2,13,2017
27,69,4,28.0,Ulissi Diego,29,UAE Team Emirates,,\u25bc1,13,2017
33,46,4,27.0,Roche Nicolas,30,BMC Racing Team,,\u25bc3,13,2017
33,157,4,29.0,Navarro Daniel,31,"Cofidis, Solutions Cr\xe9dits",,\u25bc2,13,2017
26,184,3,30.0,Brown Nathan,32,Cannondale-Drapac Pro Cycling Team,,\u25bc2,13,2017
26,139,3,31.0,Wellens Tim,33,Lotto Soudal,,\u25bc2,13,2017
22,214,2,34.0,Gesbert Elie,34,Fortuneo - Oscaro,,-,13,2017
27,186,2,32.0,Phinney Taylor,35,Cannondale-Drapac Pro Cycling Team,,\u25bc3,13,2017
33,177,2,33.0,Quemeneur Perrig,36,Direct Energie,,\u25bc3,13,2017
23,128,2,35.0,Politt Nils,37,Team Katusha - Alpecin,,\u25bc2,13,2017
26,27,2,37.0,Herrada Jes\xfas,38,Movistar Team,,\u25bc1,13,2017
34,32,2,36.0,de Kort Koen,39,Trek - Segafredo,,\u25bc3,13,2017
29,178,2,,Sicard Romain,40,Direct Energie,,-,13,2017
30,212,1,40.0,Bouet Maxime,41,Fortuneo - Oscaro,,\u25bc1,13,2017
27,202,1,39.0,Backaert Frederik,42,Wanty - Groupe Gobert,,\u25bc3,13,2017
26,208,1,38.0,van Keirsbulck Guillaume,43,Wanty - Groupe Gobert,,\u25bc5,13,2017
24,89,1,41.0,Yates Simon,44,ORICA-Scott,,\u25bc3,13,2017
27,24,1,,Betancur Carlos,45,Movistar Team,,-,13,2017
32,48,1,45.0,Van Avermaet Greg,46,BMC Racing Team,,\u25bc1,13,2017
24,57,1,43.0,Lutsenko Alexey,47,Astana Pro Team,,\u25bc4,13,2017
30,216,1,44.0,Perichon Pierre-Luc,48,Fortuneo - Oscaro,,\u25bc4,13,2017
33,26,1,42.0,Erviti Imanol,49,Movistar Team,,\u25bc7,13,2017
25,143,94,1.0,Barguil Warren,1,Team Sunweb,,-,14,2017
30,134,36,3.0,De Gendt Thomas,2,Lotto Soudal,,\u25b21,14,2017
27,6,33,2.0,Landa Mikel,3,Team Sky,,\u25bc1,14,2017
27,166,30,4.0,Roglic Primoz,4,Team LottoNL-Jumbo,,-,14,2017
29,19,28,5.0,Vuillermoz Alexis,5,AG2R La Mondiale,,-,14,2017
32,1,25,6.0,Froome Christopher,6,Team Sky,,-,14,2017
30,105,23,7.0,Martin Daniel,7,Quick-Step Floors,,-,14,2017
27,51,22,8.0,Aru Fabio,8,Astana Pro Team,,-,14,2017
34,31,22,9.0,Contador Alberto,9,Trek - Segafredo,,-,14,2017
36,93,20,10.0,Cummings Stephen,10,Team Dimension Data,,-,14,2017
30,37,18,11.0,Mollema Bauke,11,Trek - Segafredo,,-,14,2017
27,78,17,12.0,Pinot Thibaut,12,FDJ,,-,14,2017
33,7,16,13.0,Nieve Mikel,13,Team Sky,,-,14,2017
26,141,16,14.0,Matthews Michael,14,Team Sunweb,,-,14,2017
26,11,15,15.0,Bardet Romain,15,AG2R La Mondiale,,-,14,2017
23,133,15,16.0,Benoot Tiesj,16,Lotto Soudal,,-,14,2017
29,16,14,17.0,Gautier Cyril,17,AG2R La Mondiale,,-,14,2017
24,173,11,18.0,Calmejane Lilian,18,Direct Energie,,-,14,2017
31,43,10,19.0,De Marchi Alessandro,19,BMC Racing Team,,-,14,2017
31,12,10,20.0,Bakelants Jan,20,AG2R La Mondiale,,-,14,2017
27,5,10,21.0,Kwiatkowski Michal,21,Team Sky,,-,14,2017
27,21,8,22.0,Quintana Nairo,22,Movistar Team,,-,14,2017
31,213,7,24.0,Feillu Brice,23,Fortuneo - Oscaro,,\u25b21,14,2017
31,159,7,23.0,Simon Julien,24,"Cofidis, Solutions Cr\xe9dits",,\u25bc1,14,2017
30,188,6,25.0,Uran Rigoberto,25,Cannondale-Drapac Pro Cycling Team,,-,14,2017
24,201,6,26.0,Martin Guillaume,26,Wanty - Groupe Gobert,,-,14,2017
28,38,6,27.0,Pantano Jarlinson,27,Trek - Segafredo,,-,14,2017
33,96,5,28.0,Pauwels Serge,28,Team Dimension Data,,-,14,2017
33,157,4,31.0,Navarro Daniel,29,"Cofidis, Solutions Cr\xe9dits",,\u25b22,14,2017
33,46,4,30.0,Roche Nicolas,30,BMC Racing Team,,-,14,2017
28,69,4,29.0,Ulissi Diego,31,UAE Team Emirates,,\u25bc2,14,2017
26,184,3,32.0,Brown Nathan,32,Cannondale-Drapac Pro Cycling Team,,-,14,2017
26,139,3,33.0,Wellens Tim,33,Lotto Soudal,,-,14,2017
33,177,2,36.0,Quemeneur Perrig,34,Direct Energie,,\u25b22,14,2017
22,214,2,34.0,Gesbert Elie,35,Fortuneo - Oscaro,,\u25bc1,14,2017
27,186,2,35.0,Phinney Taylor,36,Cannondale-Drapac Pro Cycling Team,,\u25bc1,14,2017
23,128,2,37.0,Politt Nils,37,Team Katusha - Alpecin,,-,14,2017
34,32,2,39.0,de Kort Koen,38,Trek - Segafredo,,\u25b21,14,2017
29,178,2,40.0,Sicard Romain,39,Direct Energie,,\u25b21,14,2017
26,27,2,38.0,Herrada Jes\xfas,40,Movistar Team,,\u25bc2,14,2017
38,171,2,,Voeckler Thomas,41,Direct Energie,,-,14,2017
30,212,1,41.0,Bouet Maxime,42,Fortuneo - Oscaro,,\u25bc1,14,2017
27,202,1,42.0,Backaert Frederik,43,Wanty - Groupe Gobert,,\u25bc1,14,2017
26,208,1,43.0,van Keirsbulck Guillaume,44,Wanty - Groupe Gobert,,\u25bc1,14,2017
24,89,1,44.0,Yates Simon,45,ORICA-Scott,,\u25bc1,14,2017
27,24,1,45.0,Betancur Carlos,46,Movistar Team,,\u25bc1,14,2017
32,48,1,46.0,Van Avermaet Greg,47,BMC Racing Team,,\u25bc1,14,2017
30,216,1,48.0,Perichon Pierre-Luc,48,Fortuneo - Oscaro,,-,14,2017
24,57,1,47.0,Lutsenko Alexey,49,Astana Pro Team,,\u25bc2,14,2017
33,26,1,49.0,Erviti Imanol,50,Movistar Team,,\u25bc1,14,2017
25,143,116,1.0,Barguil Warren,1,Team Sunweb,,-,15,2017
27,166,38,4.0,Roglic Primoz,2,Team LottoNL-Jumbo,,\u25b22,15,2017
30,134,36,2.0,De Gendt Thomas,3,Lotto Soudal,,\u25bc1,15,2017
27,6,33,3.0,Landa Mikel,4,Team Sky,,\u25bc1,15,2017
29,19,28,5.0,Vuillermoz Alexis,5,AG2R La Mondiale,,-,15,2017
32,1,25,6.0,Froome Christopher,6,Team Sky,,-,15,2017
30,105,23,7.0,Martin Daniel,7,Quick-Step Floors,,-,15,2017
27,51,22,8.0,Aru Fabio,8,Astana Pro Team,,-,15,2017
34,31,22,9.0,Contador Alberto,9,Trek - Segafredo,,-,15,2017
36,93,20,10.0,Cummings Stephen,10,Team Dimension Data,,-,15,2017
30,37,19,11.0,Mollema Bauke,11,Trek - Segafredo,,-,15,2017
27,78,18,12.0,Pinot Thibaut,12,FDJ,,-,15,2017
33,96,18,28.0,Pauwels Serge,13,Team Dimension Data,,\u25b215,15,2017
26,141,16,14.0,Matthews Michael,14,Team Sunweb,,-,15,2017
33,7,16,13.0,Nieve Mikel,15,Team Sky,,\u25bc2,15,2017
26,11,15,15.0,Bardet Romain,16,AG2R La Mondiale,,\u25bc1,15,2017
23,133,15,16.0,Benoot Tiesj,17,Lotto Soudal,,\u25bc1,15,2017
29,16,14,17.0,Gautier Cyril,18,AG2R La Mondiale,,\u25bc1,15,2017
24,173,11,18.0,Calmejane Lilian,19,Direct Energie,,\u25bc1,15,2017
31,43,10,19.0,De Marchi Alessandro,20,BMC Racing Team,,\u25bc1,15,2017
31,12,10,20.0,Bakelants Jan,21,AG2R La Mondiale,,\u25bc1,15,2017
27,5,10,21.0,Kwiatkowski Michal,22,Team Sky,,\u25bc1,15,2017
29,42,8,,Caruso Damiano,23,BMC Racing Team,,-,15,2017
27,21,8,22.0,Quintana Nairo,24,Movistar Team,,\u25bc2,15,2017
31,213,7,23.0,Feillu Brice,25,Fortuneo - Oscaro,,\u25bc2,15,2017
31,159,7,24.0,Simon Julien,26,"Cofidis, Solutions Cr\xe9dits",,\u25bc2,15,2017
30,188,6,25.0,Uran Rigoberto,27,Cannondale-Drapac Pro Cycling Team,,\u25bc2,15,2017
29,135,6,,Gallopin Tony,28,Lotto Soudal,,-,15,2017
28,38,6,27.0,Pantano Jarlinson,29,Trek - Segafredo,,\u25bc2,15,2017
24,201,6,26.0,Martin Guillaume,30,Wanty - Groupe Gobert,,\u25bc4,15,2017
33,157,4,29.0,Navarro Daniel,31,"Cofidis, Solutions Cr\xe9dits",,\u25bc2,15,2017
33,46,4,30.0,Roche Nicolas,32,BMC Racing Team,,\u25bc2,15,2017
28,69,4,31.0,Ulissi Diego,33,UAE Team Emirates,,\u25bc2,15,2017
25,189,4,,van Baarle Dylan,34,Cannondale-Drapac Pro Cycling Team,,-,15,2017
26,184,3,32.0,Brown Nathan,35,Cannondale-Drapac Pro Cycling Team,,\u25bc3,15,2017
33,177,2,34.0,Quemeneur Perrig,36,Direct Energie,,\u25bc2,15,2017
22,214,2,35.0,Gesbert Elie,37,Fortuneo - Oscaro,,\u25bc2,15,2017
27,186,2,36.0,Phinney Taylor,38,Cannondale-Drapac Pro Cycling Team,,\u25bc2,15,2017
23,128,2,37.0,Politt Nils,39,Team Katusha - Alpecin,,\u25bc2,15,2017
25,198,2,,Grmay Tsgabu,40,Bahrain Merida Pro Cycling Team,,-,15,2017
29,178,2,39.0,Sicard Romain,41,Direct Energie,,\u25bc2,15,2017
34,32,2,38.0,de Kort Koen,42,Trek - Segafredo,,\u25bc4,15,2017
38,171,2,41.0,Voeckler Thomas,43,Direct Energie,,\u25bc2,15,2017
26,27,2,40.0,Herrada Jes\xfas,44,Movistar Team,,\u25bc4,15,2017
27,202,1,43.0,Backaert Frederik,45,Wanty - Groupe Gobert,,\u25bc2,15,2017
30,212,1,42.0,Bouet Maxime,46,Fortuneo - Oscaro,,\u25bc4,15,2017
26,208,1,44.0,van Keirsbulck Guillaume,47,Wanty - Groupe Gobert,,\u25bc3,15,2017
24,89,1,45.0,Yates Simon,48,ORICA-Scott,,\u25bc3,15,2017
30,124,1,,Ki\u0161erlovski Robert,49,Team Katusha - Alpecin,,-,15,2017
30,216,1,48.0,Perichon Pierre-Luc,50,Fortuneo - Oscaro,,\u25bc2,15,2017
27,24,1,46.0,Betancur Carlos,51,Movistar Team,,\u25bc5,15,2017
33,26,1,50.0,Erviti Imanol,52,Movistar Team,,\u25bc2,15,2017
32,48,1,47.0,Van Avermaet Greg,53,BMC Racing Team,,\u25bc6,15,2017
24,57,1,49.0,Lutsenko Alexey,54,Astana Pro Team,,\u25bc5,15,2017
25,143,117,1.0,Barguil Warren,1,Team Sunweb,,-,16,2017
27,166,38,2.0,Roglic Primoz,2,Team LottoNL-Jumbo,,-,16,2017
30,134,38,3.0,De Gendt Thomas,3,Lotto Soudal,,-,16,2017
27,6,33,4.0,Landa Mikel,4,Team Sky,,-,16,2017
29,19,28,5.0,Vuillermoz Alexis,5,AG2R La Mondiale,,-,16,2017
32,1,25,6.0,Froome Christopher,6,Team Sky,,-,16,2017
30,105,23,7.0,Martin Daniel,7,Quick-Step Floors,,-,16,2017
27,51,22,8.0,Aru Fabio,8,Astana Pro Team,,-,16,2017
34,31,22,9.0,Contador Alberto,9,Trek - Segafredo,,-,16,2017
36,93,20,10.0,Cummings Stephen,10,Team Dimension Data,,-,16,2017
30,37,19,11.0,Mollema Bauke,11,Trek - Segafredo,,-,16,2017
27,78,18,12.0,Pinot Thibaut,12,FDJ,,-,16,2017
33,96,18,13.0,Pauwels Serge,13,Team Dimension Data,,-,16,2017
33,7,16,15.0,Nieve Mikel,14,Team Sky,,\u25b21,16,2017
26,141,16,14.0,Matthews Michael,15,Team Sunweb,,\u25bc1,16,2017
26,11,15,16.0,Bardet Romain,16,AG2R La Mondiale,,-,16,2017
23,133,15,17.0,Benoot Tiesj,17,Lotto Soudal,,-,16,2017
29,16,14,18.0,Gautier Cyril,18,AG2R La Mondiale,,-,16,2017
24,173,11,19.0,Calmejane Lilian,19,Direct Energie,,-,16,2017
31,43,10,20.0,De Marchi Alessandro,20,BMC Racing Team,,-,16,2017
31,12,10,21.0,Bakelants Jan,21,AG2R La Mondiale,,-,16,2017
27,5,10,22.0,Kwiatkowski Michal,22,Team Sky,,-,16,2017
29,42,8,23.0,Caruso Damiano,23,BMC Racing Team,,-,16,2017
27,21,8,24.0,Quintana Nairo,24,Movistar Team,,-,16,2017
31,213,7,25.0,Feillu Brice,25,Fortuneo - Oscaro,,-,16,2017
31,159,7,26.0,Simon Julien,26,"Cofidis, Solutions Cr\xe9dits",,-,16,2017
30,188,6,27.0,Uran Rigoberto,27,Cannondale-Drapac Pro Cycling Team,,-,16,2017
24,201,6,30.0,Martin Guillaume,28,Wanty - Groupe Gobert,,\u25b22,16,2017
29,135,6,28.0,Gallopin Tony,29,Lotto Soudal,,\u25bc1,16,2017
28,38,6,29.0,Pantano Jarlinson,30,Trek - Segafredo,,\u25bc1,16,2017
33,46,4,32.0,Roche Nicolas,31,BMC Racing Team,,\u25b21,16,2017
34,157,4,31.0,Navarro Daniel,32,"Cofidis, Solutions Cr\xe9dits",,\u25bc1,16,2017
28,69,4,33.0,Ulissi Diego,33,UAE Team Emirates,,-,16,2017
25,189,4,34.0,van Baarle Dylan,34,Cannondale-Drapac Pro Cycling Team,,-,16,2017
26,184,3,35.0,Brown Nathan,35,Cannondale-Drapac Pro Cycling Team,,-,16,2017
22,214,2,37.0,Gesbert Elie,36,Fortuneo - Oscaro,,\u25b21,16,2017
33,177,2,36.0,Quemeneur Perrig,37,Direct Energie,,\u25bc1,16,2017
27,186,2,38.0,Phinney Taylor,38,Cannondale-Drapac Pro Cycling Team,,-,16,2017
23,128,2,39.0,Politt Nils,39,Team Katusha - Alpecin,,-,16,2017
34,32,2,42.0,de Kort Koen,40,Trek - Segafredo,,\u25b22,16,2017
25,198,2,40.0,Grmay Tsgabu,41,Bahrain Merida Pro Cycling Team,,\u25bc1,16,2017
29,178,2,41.0,Sicard Romain,42,Direct Energie,,\u25bc1,16,2017
26,27,2,44.0,Herrada Jes\xfas,43,Movistar Team,,\u25b21,16,2017
38,171,2,43.0,Voeckler Thomas,44,Direct Energie,,\u25bc1,16,2017
30,212,1,46.0,Bouet Maxime,45,Fortuneo - Oscaro,,\u25b21,16,2017
27,202,1,45.0,Backaert Frederik,46,Wanty - Groupe Gobert,,\u25bc1,16,2017
26,208,1,47.0,van Keirsbulck Guillaume,47,Wanty - Groupe Gobert,,-,16,2017
24,89,1,48.0,Yates Simon,48,ORICA-Scott,,-,16,2017
27,24,1,51.0,Betancur Carlos,49,Movistar Team,,\u25b22,16,2017
38,174,1,,Chavanel Sylvain,50,Direct Energie,,-,16,2017
30,124,1,49.0,Ki\u0161erlovski Robert,51,Team Katusha - Alpecin,,\u25bc2,16,2017
30,216,1,50.0,Perichon Pierre-Luc,52,Fortuneo - Oscaro,,\u25bc2,16,2017
32,48,1,53.0,Van Avermaet Greg,53,BMC Racing Team,,-,16,2017
24,57,1,54.0,Lutsenko Alexey,54,Astana Pro Team,,-,16,2017
33,26,1,52.0,Erviti Imanol,55,Movistar Team,,\u25bc3,16,2017
25,143,129,1.0,Barguil Warren,1,Team Sunweb,,-,17,2017
27,166,80,2.0,Roglic Primoz,2,Team LottoNL-Jumbo,,-,17,2017
30,134,61,3.0,De Gendt Thomas,3,Lotto Soudal,,-,17,2017
30,37,37,11.0,Mollema Bauke,4,Trek - Segafredo,,\u25b27,17,2017
34,31,36,9.0,Contador Alberto,5,Trek - Segafredo,,\u25b24,17,2017
27,6,33,4.0,Landa Mikel,6,Team Sky,,\u25bc2,17,2017
33,96,32,13.0,Pauwels Serge,7,Team Dimension Data,,\u25b26,17,2017
32,1,31,6.0,Froome Christopher,8,Team Sky,,\u25bc2,17,2017
29,19,28,5.0,Vuillermoz Alexis,9,AG2R La Mondiale,,\u25bc4,17,2017
30,105,25,7.0,Martin Daniel,10,Quick-Step Floors,,\u25bc3,17,2017
26,11,23,16.0,Bardet Romain,11,AG2R La Mondiale,,\u25b25,17,2017
27,51,22,8.0,Aru Fabio,12,Astana Pro Team,,\u25bc4,17,2017
26,141,21,15.0,Matthews Michael,13,Team Sunweb,,\u25b22,17,2017
36,93,20,10.0,Cummings Stephen,14,Team Dimension Data,,\u25bc4,17,2017
29,62,19,,Atapuma John Darwin,15,UAE Team Emirates,,-,17,2017
34,157,19,32.0,Navarro Daniel,16,"Cofidis, Solutions Cr\xe9dits",,\u25b216,17,2017
33,7,16,14.0,Nieve Mikel,17,Team Sky,,\u25bc3,17,2017
29,135,15,29.0,Gallopin Tony,18,Lotto Soudal,,\u25b211,17,2017
23,133,15,17.0,Benoot Tiesj,19,Lotto Soudal,,\u25bc2,17,2017
29,16,14,18.0,Gautier Cyril,20,AG2R La Mondiale,,\u25bc2,17,2017
24,173,11,19.0,Calmejane Lilian,21,Direct Energie,,\u25bc2,17,2017
31,213,11,25.0,Feillu Brice,22,Fortuneo - Oscaro,,\u25b23,17,2017
31,43,10,20.0,De Marchi Alessandro,23,BMC Racing Team,,\u25bc3,17,2017
31,12,10,21.0,Bakelants Jan,24,AG2R La Mondiale,,\u25bc3,17,2017
30,188,10,27.0,Uran Rigoberto,25,Cannondale-Drapac Pro Cycling Team,,\u25b22,17,2017
27,5,10,22.0,Kwiatkowski Michal,26,Team Sky,,\u25bc4,17,2017
27,21,8,24.0,Quintana Nairo,27,Movistar Team,,\u25bc3,17,2017
29,42,8,23.0,Caruso Damiano,28,BMC Racing Team,,\u25bc5,17,2017
31,159,7,26.0,Simon Julien,29,"Cofidis, Solutions Cr\xe9dits",,\u25bc3,17,2017
28,38,6,30.0,Pantano Jarlinson,30,Trek - Segafredo,,-,17,2017
24,201,6,28.0,Martin Guillaume,31,Wanty - Groupe Gobert,,\u25bc3,17,2017
25,189,4,34.0,van Baarle Dylan,32,Cannondale-Drapac Pro Cycling Team,,\u25b22,17,2017
33,46,4,31.0,Roche Nicolas,33,BMC Racing Team,,\u25bc2,17,2017
28,69,4,33.0,Ulissi Diego,34,UAE Team Emirates,,\u25bc1,17,2017
26,184,3,35.0,Brown Nathan,35,Cannondale-Drapac Pro Cycling Team,,-,17,2017
27,186,2,38.0,Phinney Taylor,36,Cannondale-Drapac Pro Cycling Team,,\u25b22,17,2017
22,214,2,36.0,Gesbert Elie,37,Fortuneo - Oscaro,,\u25bc1,17,2017
33,177,2,37.0,Quemeneur Perrig,38,Direct Energie,,\u25bc1,17,2017
23,128,2,39.0,Politt Nils,39,Team Katusha - Alpecin,,-,17,2017
38,171,2,44.0,Voeckler Thomas,40,Direct Energie,,\u25b24,17,2017
34,32,2,40.0,de Kort Koen,41,Trek - Segafredo,,\u25bc1,17,2017
26,27,2,43.0,Herrada Jes\xfas,42,Movistar Team,,\u25b21,17,2017
29,178,2,42.0,Sicard Romain,43,Direct Energie,,\u25bc1,17,2017
25,198,2,41.0,Grmay Tsgabu,44,Bahrain Merida Pro Cycling Team,,\u25bc3,17,2017
27,202,1,46.0,Backaert Frederik,45,Wanty - Groupe Gobert,,\u25b21,17,2017
26,208,1,47.0,van Keirsbulck Guillaume,46,Wanty - Groupe Gobert,,\u25b21,17,2017
30,212,1,45.0,Bouet Maxime,47,Fortuneo - Oscaro,,\u25bc2,17,2017
24,89,1,48.0,Yates Simon,48,ORICA-Scott,,-,17,2017
32,48,1,53.0,Van Avermaet Greg,49,BMC Racing Team,,\u25b24,17,2017
27,24,1,49.0,Betancur Carlos,50,Movistar Team,,\u25bc1,17,2017
24,57,1,54.0,Lutsenko Alexey,51,Astana Pro Team,,\u25b23,17,2017
30,124,1,51.0,Ki\u0161erlovski Robert,52,Team Katusha - Alpecin,,\u25bc1,17,2017
31,145,1,,Geschke Simon,53,Team Sunweb,,-,17,2017
33,26,1,55.0,Erviti Imanol,54,Movistar Team,,\u25b21,17,2017
38,174,1,50.0,Chavanel Sylvain,55,Direct Energie,,\u25bc5,17,2017
30,216,1,52.0,Perichon Pierre-Luc,56,Fortuneo - Oscaro,,\u25bc4,17,2017
