Age,BIB,Pnt,Prev,Rider,Rnk,Team,UCI,\u25bc\u25b2,stage,year
25,143,169,1.0,Barguil Warren,1,Team Sunweb,,-,18,2017
27,166,80,2.0,Roglic Primoz,2,Team LottoNL-Jumbo,,-,18,2017
30,134,63,3.0,De Gendt Thomas,3,Lotto Soudal,,-,18,2017
29,62,55,15.0,Atapuma John Darwin,4,UAE Team Emirates,,\u25b211,18,2017
32,1,51,8.0,Froome Christopher,5,Team Sky,,\u25b23,18,2017
26,11,47,11.0,Bardet Romain,6,AG2R La Mondiale,,\u25b25,18,2017
27,6,45,6.0,Landa Mikel,7,Team Sky,,\u25bc1,18,2017
30,37,37,4.0,Mollema Bauke,8,Trek - Segafredo,,\u25bc4,18,2017
34,31,36,5.0,Contador Alberto,9,Trek - Segafredo,,\u25bc4,18,2017
33,96,32,7.0,Pauwels Serge,10,Team Dimension Data,,\u25bc3,18,2017
30,105,29,10.0,Martin Daniel,11,Quick-Step Floors,,\u25bc1,18,2017
29,19,28,9.0,Vuillermoz Alexis,12,AG2R La Mondiale,,\u25bc3,18,2017
30,188,26,25.0,Uran Rigoberto,13,Cannondale-Drapac Pro Cycling Team,,\u25b212,18,2017
29,135,23,18.0,Gallopin Tony,14,Lotto Soudal,,\u25b24,18,2017
27,51,22,12.0,Aru Fabio,15,Astana Pro Team,,\u25bc3,18,2017
26,141,21,13.0,Matthews Michael,16,Team Sunweb,,\u25bc3,18,2017
36,93,20,14.0,Cummings Stephen,17,Team Dimension Data,,\u25bc3,18,2017
34,157,19,16.0,Navarro Daniel,18,"Cofidis, Solutions Cr\xe9dits",,\u25bc2,18,2017
33,7,16,17.0,Nieve Mikel,19,Team Sky,,\u25bc2,18,2017
23,133,15,19.0,Benoot Tiesj,20,Lotto Soudal,,\u25bc1,18,2017
29,16,14,20.0,Gautier Cyril,21,AG2R La Mondiale,,\u25bc1,18,2017
24,173,11,21.0,Calmejane Lilian,22,Direct Energie,,\u25bc1,18,2017
24,57,11,51.0,Lutsenko Alexey,23,Astana Pro Team,,\u25b228,18,2017
31,213,11,22.0,Feillu Brice,24,Fortuneo - Oscaro,,\u25bc2,18,2017
31,43,10,23.0,De Marchi Alessandro,25,BMC Racing Team,,\u25bc2,18,2017
31,12,10,24.0,Bakelants Jan,26,AG2R La Mondiale,,\u25bc2,18,2017
27,5,10,26.0,Kwiatkowski Michal,27,Team Sky,,\u25bc1,18,2017
25,61,8,,Meintjes Louis,28,UAE Team Emirates,,-,18,2017
29,42,8,28.0,Caruso Damiano,29,BMC Racing Team,,\u25bc1,18,2017
27,21,8,27.0,Quintana Nairo,30,Movistar Team,,\u25bc3,18,2017
31,159,7,29.0,Simon Julien,31,"Cofidis, Solutions Cr\xe9dits",,\u25bc2,18,2017
28,38,6,30.0,Pantano Jarlinson,32,Trek - Segafredo,,\u25bc2,18,2017
24,201,6,31.0,Martin Guillaume,33,Wanty - Groupe Gobert,,\u25bc2,18,2017
29,178,6,43.0,Sicard Romain,34,Direct Energie,,\u25b29,18,2017
33,46,4,33.0,Roche Nicolas,35,BMC Racing Team,,\u25bc2,18,2017
25,189,4,32.0,van Baarle Dylan,36,Cannondale-Drapac Pro Cycling Team,,\u25bc4,18,2017
28,69,4,34.0,Ulissi Diego,37,UAE Team Emirates,,\u25bc3,18,2017
26,184,3,35.0,Brown Nathan,38,Cannondale-Drapac Pro Cycling Team,,\u25bc3,18,2017
22,214,2,37.0,Gesbert Elie,39,Fortuneo - Oscaro,,\u25bc2,18,2017
27,186,2,36.0,Phinney Taylor,40,Cannondale-Drapac Pro Cycling Team,,\u25bc4,18,2017
33,177,2,38.0,Quemeneur Perrig,41,Direct Energie,,\u25bc3,18,2017
23,128,2,39.0,Politt Nils,42,Team Katusha - Alpecin,,\u25bc3,18,2017
32,86,2,,Impey Daryl,43,ORICA-Scott,,-,18,2017
38,171,2,40.0,Voeckler Thomas,44,Direct Energie,,\u25bc4,18,2017
25,198,2,44.0,Grmay Tsgabu,45,Bahrain Merida Pro Cycling Team,,\u25bc1,18,2017
26,27,2,42.0,Herrada Jes\xfas,46,Movistar Team,,\u25bc4,18,2017
34,32,2,41.0,de Kort Koen,47,Trek - Segafredo,,\u25bc6,18,2017
30,212,1,47.0,Bouet Maxime,48,Fortuneo - Oscaro,,\u25bc1,18,2017
27,202,1,45.0,Backaert Frederik,49,Wanty - Groupe Gobert,,\u25bc4,18,2017
26,208,1,46.0,van Keirsbulck Guillaume,50,Wanty - Groupe Gobert,,\u25bc4,18,2017
24,89,1,48.0,Yates Simon,51,ORICA-Scott,,\u25bc3,18,2017
27,24,1,50.0,Betancur Carlos,52,Movistar Team,,\u25bc2,18,2017
30,124,1,52.0,Ki\u0161erlovski Robert,53,Team Katusha - Alpecin,,\u25bc1,18,2017
28,187,1,,Talansky Andrew,54,Cannondale-Drapac Pro Cycling Team,,-,18,2017
33,26,1,54.0,Erviti Imanol,55,Movistar Team,,\u25bc1,18,2017
30,216,1,56.0,Perichon Pierre-Luc,56,Fortuneo - Oscaro,,-,18,2017
32,48,1,49.0,Van Avermaet Greg,57,BMC Racing Team,,\u25bc8,18,2017
31,145,1,53.0,Geschke Simon,58,Team Sunweb,,\u25bc5,18,2017
38,174,1,55.0,Chavanel Sylvain,59,Direct Energie,,\u25bc4,18,2017
29,153,1,,Edet Nicolas,60,"Cofidis, Solutions Cr\xe9dits",,-,18,2017
25,143,169,1.0,Barguil Warren,1,Team Sunweb,,-,19,2017
27,166,80,2.0,Roglic Primoz,2,Team LottoNL-Jumbo,,-,19,2017
30,134,64,3.0,De Gendt Thomas,3,Lotto Soudal,,-,19,2017
29,62,55,4.0,Atapuma John Darwin,4,UAE Team Emirates,,-,19,2017
32,1,51,5.0,Froome Christopher,5,Team Sky,,-,19,2017
26,11,47,6.0,Bardet Romain,6,AG2R La Mondiale,,-,19,2017
27,6,45,7.0,Landa Mikel,7,Team Sky,,-,19,2017
30,37,37,8.0,Mollema Bauke,8,Trek - Segafredo,,-,19,2017
34,31,36,9.0,Contador Alberto,9,Trek - Segafredo,,-,19,2017
33,96,32,10.0,Pauwels Serge,10,Team Dimension Data,,-,19,2017
30,105,29,11.0,Martin Daniel,11,Quick-Step Floors,,-,19,2017
29,19,28,12.0,Vuillermoz Alexis,12,AG2R La Mondiale,,-,19,2017
30,188,26,13.0,Uran Rigoberto,13,Cannondale-Drapac Pro Cycling Team,,-,19,2017
29,135,23,14.0,Gallopin Tony,14,Lotto Soudal,,-,19,2017
27,51,22,15.0,Aru Fabio,15,Astana Pro Team,,-,19,2017
26,141,21,16.0,Matthews Michael,16,Team Sunweb,,-,19,2017
36,93,20,17.0,Cummings Stephen,17,Team Dimension Data,,-,19,2017
34,157,19,18.0,Navarro Daniel,18,"Cofidis, Solutions Cr\xe9dits",,-,19,2017
33,7,16,19.0,Nieve Mikel,19,Team Sky,,-,19,2017
23,133,15,20.0,Benoot Tiesj,20,Lotto Soudal,,-,19,2017
29,16,14,21.0,Gautier Cyril,21,AG2R La Mondiale,,-,19,2017
24,173,11,22.0,Calmejane Lilian,22,Direct Energie,,-,19,2017
24,57,11,23.0,Lutsenko Alexey,23,Astana Pro Team,,-,19,2017
31,213,11,24.0,Feillu Brice,24,Fortuneo - Oscaro,,-,19,2017
31,43,10,25.0,De Marchi Alessandro,25,BMC Racing Team,,-,19,2017
29,178,10,34.0,Sicard Romain,26,Direct Energie,,\u25b28,19,2017
31,12,10,26.0,Bakelants Jan,27,AG2R La Mondiale,,\u25bc1,19,2017
27,5,10,27.0,Kwiatkowski Michal,28,Team Sky,,\u25bc1,19,2017
25,61,8,28.0,Meintjes Louis,29,UAE Team Emirates,,\u25bc1,19,2017
29,42,8,29.0,Caruso Damiano,30,BMC Racing Team,,\u25bc1,19,2017
27,21,8,30.0,Quintana Nairo,31,Movistar Team,,\u25bc1,19,2017
31,159,7,31.0,Simon Julien,32,"Cofidis, Solutions Cr\xe9dits",,\u25bc1,19,2017
24,201,6,33.0,Martin Guillaume,33,Wanty - Groupe Gobert,,-,19,2017
28,38,6,32.0,Pantano Jarlinson,34,Trek - Segafredo,,\u25bc2,19,2017
33,46,4,35.0,Roche Nicolas,35,BMC Racing Team,,-,19,2017
28,69,4,37.0,Ulissi Diego,36,UAE Team Emirates,,\u25b21,19,2017
25,189,4,36.0,van Baarle Dylan,37,Cannondale-Drapac Pro Cycling Team,,\u25bc1,19,2017
26,184,3,38.0,Brown Nathan,38,Cannondale-Drapac Pro Cycling Team,,-,19,2017
22,214,3,39.0,Gesbert Elie,39,Fortuneo - Oscaro,,-,19,2017
28,215,2,,Hardy Romain,40,Fortuneo - Oscaro,,-,19,2017
33,177,2,41.0,Quemeneur Perrig,41,Direct Energie,,-,19,2017
27,186,2,40.0,Phinney Taylor,42,Cannondale-Drapac Pro Cycling Team,,\u25bc2,19,2017
23,128,2,42.0,Politt Nils,43,Team Katusha - Alpecin,,\u25bc1,19,2017
32,86,2,43.0,Impey Daryl,44,ORICA-Scott,,\u25bc1,19,2017
34,32,2,47.0,de Kort Koen,45,Trek - Segafredo,,\u25b22,19,2017
25,198,2,45.0,Grmay Tsgabu,46,Bahrain Merida Pro Cycling Team,,\u25bc1,19,2017
38,171,2,44.0,Voeckler Thomas,47,Direct Energie,,\u25bc3,19,2017
26,27,2,46.0,Herrada Jes\xfas,48,Movistar Team,,\u25bc2,19,2017
30,212,1,48.0,Bouet Maxime,49,Fortuneo - Oscaro,,\u25bc1,19,2017
27,202,1,49.0,Backaert Frederik,50,Wanty - Groupe Gobert,,\u25bc1,19,2017
26,208,1,50.0,van Keirsbulck Guillaume,51,Wanty - Groupe Gobert,,\u25bc1,19,2017
24,89,1,51.0,Yates Simon,52,ORICA-Scott,,\u25bc1,19,2017
27,24,1,52.0,Betancur Carlos,53,Movistar Team,,\u25bc1,19,2017
38,174,1,59.0,Chavanel Sylvain,54,Direct Energie,,\u25b25,19,2017
30,124,1,53.0,Ki\u0161erlovski Robert,55,Team Katusha - Alpecin,,\u25bc2,19,2017
30,216,1,56.0,Perichon Pierre-Luc,56,Fortuneo - Oscaro,,-,19,2017
28,187,1,54.0,Talansky Andrew,57,Cannondale-Drapac Pro Cycling Team,,\u25bc3,19,2017
30,181,1,,Rolland Pierre,58,Cannondale-Drapac Pro Cycling Team,,-,19,2017
32,48,1,57.0,Van Avermaet Greg,59,BMC Racing Team,,\u25bc2,19,2017
31,145,1,58.0,Geschke Simon,60,Team Sunweb,,\u25bc2,19,2017
29,153,1,60.0,Edet Nicolas,61,"Cofidis, Solutions Cr\xe9dits",,\u25bc1,19,2017
33,26,1,55.0,Erviti Imanol,62,Movistar Team,,\u25bc7,19,2017
25,143,169,1.0,Barguil Warren,1,Team Sunweb,,-,20,2017
27,166,80,2.0,Roglic Primoz,2,Team LottoNL-Jumbo,,-,20,2017
30,134,64,3.0,De Gendt Thomas,3,Lotto Soudal,,-,20,2017
29,62,55,4.0,Atapuma John Darwin,4,UAE Team Emirates,,-,20,2017
32,1,51,5.0,Froome Christopher,5,Team Sky,,-,20,2017
26,11,47,6.0,Bardet Romain,6,AG2R La Mondiale,,-,20,2017
27,6,45,7.0,Landa Mikel,7,Team Sky,,-,20,2017
30,37,37,8.0,Mollema Bauke,8,Trek - Segafredo,,-,20,2017
34,31,36,9.0,Contador Alberto,9,Trek - Segafredo,,-,20,2017
33,96,32,10.0,Pauwels Serge,10,Team Dimension Data,,-,20,2017
30,105,29,11.0,Martin Daniel,11,Quick-Step Floors,,-,20,2017
29,19,28,12.0,Vuillermoz Alexis,12,AG2R La Mondiale,,-,20,2017
30,188,26,13.0,Uran Rigoberto,13,Cannondale-Drapac Pro Cycling Team,,-,20,2017
29,135,23,14.0,Gallopin Tony,14,Lotto Soudal,,-,20,2017
27,51,22,15.0,Aru Fabio,15,Astana Pro Team,,-,20,2017
26,141,21,16.0,Matthews Michael,16,Team Sunweb,,-,20,2017
36,93,20,17.0,Cummings Stephen,17,Team Dimension Data,,-,20,2017
34,157,19,18.0,Navarro Daniel,18,"Cofidis, Solutions Cr\xe9dits",,-,20,2017
33,7,16,19.0,Nieve Mikel,19,Team Sky,,-,20,2017
23,133,15,20.0,Benoot Tiesj,20,Lotto Soudal,,-,20,2017
29,16,14,21.0,Gautier Cyril,21,AG2R La Mondiale,,-,20,2017
24,173,11,22.0,Calmejane Lilian,22,Direct Energie,,-,20,2017
24,57,11,23.0,Lutsenko Alexey,23,Astana Pro Team,,-,20,2017
31,213,11,24.0,Feillu Brice,24,Fortuneo - Oscaro,,-,20,2017
31,43,10,25.0,De Marchi Alessandro,25,BMC Racing Team,,-,20,2017
29,178,10,26.0,Sicard Romain,26,Direct Energie,,-,20,2017
31,12,10,27.0,Bakelants Jan,27,AG2R La Mondiale,,-,20,2017
27,5,10,28.0,Kwiatkowski Michal,28,Team Sky,,-,20,2017
25,61,8,29.0,Meintjes Louis,29,UAE Team Emirates,,-,20,2017
29,42,8,30.0,Caruso Damiano,30,BMC Racing Team,,-,20,2017
27,21,8,31.0,Quintana Nairo,31,Movistar Team,,-,20,2017
31,159,7,32.0,Simon Julien,32,"Cofidis, Solutions Cr\xe9dits",,-,20,2017
24,201,6,33.0,Martin Guillaume,33,Wanty - Groupe Gobert,,-,20,2017
28,38,6,34.0,Pantano Jarlinson,34,Trek - Segafredo,,-,20,2017
33,46,4,35.0,Roche Nicolas,35,BMC Racing Team,,-,20,2017
28,69,4,36.0,Ulissi Diego,36,UAE Team Emirates,,-,20,2017
25,189,4,37.0,van Baarle Dylan,37,Cannondale-Drapac Pro Cycling Team,,-,20,2017
26,184,3,38.0,Brown Nathan,38,Cannondale-Drapac Pro Cycling Team,,-,20,2017
22,214,3,39.0,Gesbert Elie,39,Fortuneo - Oscaro,,-,20,2017
28,215,2,40.0,Hardy Romain,40,Fortuneo - Oscaro,,-,20,2017
33,177,2,41.0,Quemeneur Perrig,41,Direct Energie,,-,20,2017
27,186,2,42.0,Phinney Taylor,42,Cannondale-Drapac Pro Cycling Team,,-,20,2017
23,128,2,43.0,Politt Nils,43,Team Katusha - Alpecin,,-,20,2017
32,86,2,44.0,Impey Daryl,44,ORICA-Scott,,-,20,2017
34,32,2,45.0,de Kort Koen,45,Trek - Segafredo,,-,20,2017
25,198,2,46.0,Grmay Tsgabu,46,Bahrain Merida Pro Cycling Team,,-,20,2017
38,171,2,47.0,Voeckler Thomas,47,Direct Energie,,-,20,2017
26,27,2,48.0,Herrada Jes\xfas,48,Movistar Team,,-,20,2017
30,212,1,49.0,Bouet Maxime,49,Fortuneo - Oscaro,,-,20,2017
27,202,1,50.0,Backaert Frederik,50,Wanty - Groupe Gobert,,-,20,2017
26,208,1,51.0,van Keirsbulck Guillaume,51,Wanty - Groupe Gobert,,-,20,2017
24,89,1,52.0,Yates Simon,52,ORICA-Scott,,-,20,2017
27,24,1,53.0,Betancur Carlos,53,Movistar Team,,-,20,2017
38,174,1,54.0,Chavanel Sylvain,54,Direct Energie,,-,20,2017
30,124,1,55.0,Ki\u0161erlovski Robert,55,Team Katusha - Alpecin,,-,20,2017
30,216,1,56.0,Perichon Pierre-Luc,56,Fortuneo - Oscaro,,-,20,2017
28,187,1,57.0,Talansky Andrew,57,Cannondale-Drapac Pro Cycling Team,,-,20,2017
30,181,1,58.0,Rolland Pierre,58,Cannondale-Drapac Pro Cycling Team,,-,20,2017
32,48,1,59.0,Van Avermaet Greg,59,BMC Racing Team,,-,20,2017
31,145,1,60.0,Geschke Simon,60,Team Sunweb,,-,20,2017
29,153,1,61.0,Edet Nicolas,61,"Cofidis, Solutions Cr\xe9dits",,-,20,2017
33,26,1,62.0,Erviti Imanol,62,Movistar Team,,-,20,2017
25,143,169,1.0,Barguil Warren,1,Team Sunweb,120.0,-,21,2017
27,166,80,2.0,Roglic Primoz,2,Team LottoNL-Jumbo,50.0,-,21,2017
30,134,64,3.0,De Gendt Thomas,3,Lotto Soudal,25.0,-,21,2017
29,62,55,4.0,Atapuma John Darwin,4,UAE Team Emirates,,-,21,2017
32,1,51,5.0,Froome Christopher,5,Team Sky,,-,21,2017
26,11,47,6.0,Bardet Romain,6,AG2R La Mondiale,,-,21,2017
27,6,45,7.0,Landa Mikel,7,Team Sky,,-,21,2017
30,37,37,8.0,Mollema Bauke,8,Trek - Segafredo,,-,21,2017
34,31,36,9.0,Contador Alberto,9,Trek - Segafredo,,-,21,2017
33,96,32,10.0,Pauwels Serge,10,Team Dimension Data,,-,21,2017
30,105,29,11.0,Martin Daniel,11,Quick-Step Floors,,-,21,2017
29,19,28,12.0,Vuillermoz Alexis,12,AG2R La Mondiale,,-,21,2017
30,188,26,13.0,Uran Rigoberto,13,Cannondale-Drapac Pro Cycling Team,,-,21,2017
29,135,23,14.0,Gallopin Tony,14,Lotto Soudal,,-,21,2017
27,51,22,15.0,Aru Fabio,15,Astana Pro Team,,-,21,2017
26,141,21,16.0,Matthews Michael,16,Team Sunweb,,-,21,2017
36,93,20,17.0,Cummings Stephen,17,Team Dimension Data,,-,21,2017
34,157,19,18.0,Navarro Daniel,18,"Cofidis, Solutions Cr\xe9dits",,-,21,2017
33,7,16,19.0,Nieve Mikel,19,Team Sky,,-,21,2017
23,133,15,20.0,Benoot Tiesj,20,Lotto Soudal,,-,21,2017
29,16,14,21.0,Gautier Cyril,21,AG2R La Mondiale,,-,21,2017
24,173,11,22.0,Calmejane Lilian,22,Direct Energie,,-,21,2017
24,57,11,23.0,Lutsenko Alexey,23,Astana Pro Team,,-,21,2017
31,213,11,24.0,Feillu Brice,24,Fortuneo - Oscaro,,-,21,2017
31,43,10,25.0,De Marchi Alessandro,25,BMC Racing Team,,-,21,2017
29,178,10,26.0,Sicard Romain,26,Direct Energie,,-,21,2017
31,12,10,27.0,Bakelants Jan,27,AG2R La Mondiale,,-,21,2017
27,5,10,28.0,Kwiatkowski Michal,28,Team Sky,,-,21,2017
27,21,8,31.0,Quintana Nairo,29,Movistar Team,,\u25b22,21,2017
29,42,8,30.0,Caruso Damiano,30,BMC Racing Team,,-,21,2017
25,61,8,29.0,Meintjes Louis,31,UAE Team Emirates,,\u25bc2,21,2017
31,159,7,32.0,Simon Julien,32,"Cofidis, Solutions Cr\xe9dits",,-,21,2017
24,201,6,33.0,Martin Guillaume,33,Wanty - Groupe Gobert,,-,21,2017
28,38,6,34.0,Pantano Jarlinson,34,Trek - Segafredo,,-,21,2017
28,69,4,36.0,Ulissi Diego,35,UAE Team Emirates,,\u25b21,21,2017
33,46,4,35.0,Roche Nicolas,36,BMC Racing Team,,\u25bc1,21,2017
25,189,4,37.0,van Baarle Dylan,37,Cannondale-Drapac Pro Cycling Team,,-,21,2017
26,184,3,38.0,Brown Nathan,38,Cannondale-Drapac Pro Cycling Team,,-,21,2017
22,214,3,39.0,Gesbert Elie,39,Fortuneo - Oscaro,,-,21,2017
28,215,2,40.0,Hardy Romain,40,Fortuneo - Oscaro,,-,21,2017
33,177,2,41.0,Quemeneur Perrig,41,Direct Energie,,-,21,2017
27,186,2,42.0,Phinney Taylor,42,Cannondale-Drapac Pro Cycling Team,,-,21,2017
23,128,2,43.0,Politt Nils,43,Team Katusha - Alpecin,,-,21,2017
25,198,2,46.0,Grmay Tsgabu,44,Bahrain Merida Pro Cycling Team,,\u25b22,21,2017
38,171,2,47.0,Voeckler Thomas,45,Direct Energie,,\u25b22,21,2017
32,86,2,44.0,Impey Daryl,46,ORICA-Scott,,\u25bc2,21,2017
26,27,2,48.0,Herrada Jes\xfas,47,Movistar Team,,\u25b21,21,2017
34,32,2,45.0,de Kort Koen,48,Trek - Segafredo,,\u25bc3,21,2017
30,212,1,49.0,Bouet Maxime,49,Fortuneo - Oscaro,,-,21,2017
26,208,1,51.0,van Keirsbulck Guillaume,50,Wanty - Groupe Gobert,,\u25b21,21,2017
27,202,1,50.0,Backaert Frederik,51,Wanty - Groupe Gobert,,\u25bc1,21,2017
30,181,1,58.0,Rolland Pierre,52,Cannondale-Drapac Pro Cycling Team,,\u25b26,21,2017
27,24,1,53.0,Betancur Carlos,53,Movistar Team,,-,21,2017
32,48,1,59.0,Van Avermaet Greg,54,BMC Racing Team,,\u25b25,21,2017
24,89,1,52.0,Yates Simon,55,ORICA-Scott,,\u25bc3,21,2017
30,216,1,56.0,Perichon Pierre-Luc,56,Fortuneo - Oscaro,,-,21,2017
31,145,1,60.0,Geschke Simon,57,Team Sunweb,,\u25b23,21,2017
29,153,1,61.0,Edet Nicolas,58,"Cofidis, Solutions Cr\xe9dits",,\u25b23,21,2017
38,174,1,54.0,Chavanel Sylvain,59,Direct Energie,,\u25bc5,21,2017
30,124,1,55.0,Ki\u0161erlovski Robert,60,Team Katusha - Alpecin,,\u25bc5,21,2017
28,187,1,57.0,Talansky Andrew,61,Cannondale-Drapac Pro Cycling Team,,\u25bc4,21,2017
33,26,1,62.0,Erviti Imanol,62,Movistar Team,,-,21,2017
