Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
28,95.0,,,,,McGee Bradley,1,Fdjeux.com,,+0:00,,0,2004
30,114.0,,,,,Pollack Olaf,1,Gerolsteiner,,+0:00,-,1,2004
28,95.0,,,,,McGee Bradley,1,Fdjeux.com,,+0:00,-,2,2004
32,1.0,,,,,Simoni Gilberto,1,Saeco,,+0:00,-,3,2004
32,1.0,,,,1.0,Simoni Gilberto,1,Saeco,,+0:00,-,4,2004
32,1.0,,,,1.0,Simoni Gilberto,1,Saeco,,+0:00,-,5,2004
32,1.0,,,,1.0,Simoni Gilberto,1,Saeco,,+0:00,-,6,2004
22,3.0,,,,,Cunego Damiano,1,Saeco,,+0:00,-,7,2004
22,3.0,,,,1.0,Cunego Damiano,1,Saeco,,+0:00,-,8,2004
22,3.0,,,,1.0,Cunego Damiano,1,Saeco,,+0:00,-,9,2004
22,3.0,,,,1.0,Cunego Damiano,1,Saeco,,+0:00,-,10,2004
22,3.0,,,,1.0,Cunego Damiano,1,Saeco,,+0:00,-,11,2004
22,3.0,,,,1.0,Cunego Damiano,1,Saeco,,+0:00,-,12,2004
24,135.0,,,,,Popovych Yaroslav,1,Landbouwkrediet - Colnago,,+0:00,-,13,2004
24,135.0,,,,1.0,Popovych Yaroslav,1,Landbouwkrediet - Colnago,,+0:00,-,14,2004
24,135.0,,,,1.0,Popovych Yaroslav,1,Landbouwkrediet - Colnago,,+0:00,-,15,2004
22,3.0,,,,,Cunego Damiano,1,Saeco,,+0:00,-,16,2004
22,3.0,,,,1.0,Cunego Damiano,1,Saeco,,+0:00,-,17,2004
22,3.0,,,,1.0,Cunego Damiano,1,Saeco,,+0:00,-,18,2004
22,3.0,,,,1.0,Cunego Damiano,1,Saeco,,+0:00,-,19,2004
22,3.0,1,+0:00,400.0,1.0,Cunego Damiano,1,Saeco,88:40:43 88:40:43,+0:00,-,20,2004
33,61.0,2,+2:02,290.0,,Honchar Serhiy,2,De Nardi,2:02 2:02,+2:02,-,20,2004
32,1.0,3,+2:05,240.0,,Simoni Gilberto,3,Saeco,2:05 2:05,+2:05,-,20,2004
29,82.0,4,+4:36,220.0,,Cioni Dario,4,Fassa Bortolo,4:36 4:36,+4:36,-,20,2004
24,135.0,5,+5:05,200.0,,Popovych Yaroslav,5,Landbouwkrediet - Colnago,5:05 5:05,+5:05,-,20,2004
30,181.0,6,+5:31,190.0,,Garzelli Stefano,6,Vini Caldirola - Nobili Rubinetterie,5:31 5:31,+5:31,-,20,2004
33,122.0,7,+6:12,180.0,,Belli Wladimir,7,Lampre,6:12 6:12,+6:12,-,20,2004
28,95.0,8,+6:15,170.0,,McGee Bradley,8,Fdjeux.com,6:15 6:15,+6:15,-,20,2004
27,159.0,9,+6:34,160.0,,Valjavec Tadej,9,Phonak Hearing Systems,6:34 6:34,+6:34,-,20,2004
28,121.0,10,+7:47,150.0,,Garate Juan Manuel,10,Lampre,7:47 7:47,+7:47,-,20,2004
26,28.0,11,+9:45,140.0,,Pellizotti Franco,11,Alessio - Bianchi,9:45 9:45,+9:45,-,20,2004
23,37.0,12,+10:26,130.0,,Sella Emanuele,12,Ceramica Panaria - Margres,10:26 10:26,+10:26,-,20,2004
35,182.0,13,+10:43,120.0,,Tonkov Pavel,13,Vini Caldirola - Nobili Rubinetterie,10:43 10:43,+10:43,-,20,2004
27,142.0,14,+10:50,110.0,,Brandt Christophe,14,Lotto - Domo,10:50 10:50,+10:50,-,20,2004
24,108.0,15,+13:43,100.0,,Laverde Luis Felipe,15,Formaggi Pinzolo Fiav,13:43 13:43,+13:43,-,20,2004
25,165.0,16,+21:11,90.0,,Lobato Ruben,16,Saunier Duval - Prodir,21:11 21:11,+21:11,-,20,2004
35,27.0,17,+22:33,85.0,,Noe Andrea,17,Alessio - Bianchi,22:33 22:33,+22:33,-,20,2004
29,162.0,18,+22:52,80.0,,Ca\xf1ada David,18,Saunier Duval - Prodir,22:52 22:52,+22:52,-,20,2004
26,188.0,19,+25:53,75.0,,Zampieri Steve,19,Vini Caldirola - Nobili Rubinetterie,25:53 25:53,+25:53,-,20,2004
30,106.0,20,+26:05,70.0,,Di Grande Giuseppe,20,Formaggi Pinzolo Fiav,26:05 26:05,+26:05,-,20,2004
30,5.0,21,+27:44,65.0,,Mazzoleni Eddy,21,Saeco,27:44 27:44,+27:44,-,20,2004
28,129.0,22,+30:50,60.0,,Javier Vila Francisco,22,Lampre,30:50 30:50,+30:50,-,20,2004
28,11.0,23,+31:41,55.0,,Marzoli Ruggero,23,Acqua & Sapone - Caffe Mokambo,31:41 31:41,+31:41,-,20,2004
30,25.0,24,+32:06,50.0,,Miholjevic Vladimir,24,Alessio - Bianchi,32:06 32:06,+32:06,-,20,2004
31,26.0,25,+35:24,45.0,,Moreni Cristian,25,Alessio - Bianchi,35:24 35:24,+35:24,-,20,2004
25,19.0,26,+39:16,40.0,,Trampusch Gerhard,26,Acqua & Sapone - Caffe Mokambo,39:16 39:16,+39:16,-,20,2004
31,155.0,27,+46:16,35.0,,Moos Alexandre,27,Phonak Hearing Systems,46:16 46:16,+46:16,-,20,2004
33,62.0,28,+47:02,30.0,,Borghi Ruggero,28,De Nardi,47:02 47:02,+47:02,-,20,2004
32,9.0,29,+47:11,25.0,,Tonti Andrea,29,Saeco,47:11 47:11,+47:11,-,20,2004
29,186.0,30,+50:02,20.0,,Mason Oscar,30,Vini Caldirola - Nobili Rubinetterie,50:02 50:02,+50:02,-,20,2004
25,42.0,31,+51:05,,,Ardila Mauricio Alberto,31,Chocolade Jacques - Wincor Nixdorf,51:05 51:05,+51:05,-,20,2004
21,94.0,32,+57:58,,,Gilbert Philippe,32,Fdjeux.com,57:58 57:58,+57:58,-,20,2004
26,32.0,33,+58:21,,,Perez Cuapio Julio Alberto,33,Ceramica Panaria - Margres,58:21 58:21,+58:21,-,20,2004
26,13.0,34,+58:53,,,Nocentini Rinaldo,34,Acqua & Sapone - Caffe Mokambo,58:53 58:53,+58:53,-,20,2004
27,55.0,35,+1:05:13,,,Illiano Raffaele,35,Colombia - Selle Italia,1:05:13 1:05:13,+65:13,-,20,2004
23,118.0,36,+1:06:50,,,Wegmann Fabian,36,Gerolsteiner,1:06:50 1:06:50,+66:50,-,20,2004
26,2.0,37*,+1:07:10,,,Bertagnolli Leonardo,37*,Saeco,1:07:10 1:07:10,+67:10,-,20,2004
34,14.0,37,+1:07:49,,,Hamburger Bo,37,Acqua & Sapone - Caffe Mokambo,1:07:49 1:07:49,+67:49,-,20,2004
29,38.0,38,+1:09:35,,,Baliani Fortunato,38,Ceramica Panaria - Margres,1:09:35 1:09:35,+69:35,-,20,2004
28,52.0,39,+1:11:58,,,Perez Marlon Alirio,39,Colombia - Selle Italia,1:11:58 1:11:58,+71:58,-,20,2004
31,152.0,40,+1:12:52,,,Aebersold Niki,40,Phonak Hearing Systems,1:12:52 1:12:52,+72:52,-,20,2004
28,17.0,41,+1:13:05,,,Pospyeyev Kyrylo,41,Acqua & Sapone - Caffe Mokambo,1:13:05 1:13:05,+73:05,-,20,2004
26,8.0,42,+1:15:54,,,Szmyd Sylwester,42,Saeco,1:15:54 1:15:54,+75:54,-,20,2004
23,68.0,43,+1:20:55,,,Vanotti Alessandro,43,De Nardi,1:20:55 1:20:55,+80:55,-,20,2004
30,157.0,44,+1:22:38,,,Schnider Daniel,44,Phonak Hearing Systems,1:22:38 1:22:38,+82:38,-,20,2004
30,36.0,45,+1:26:22,,,Mazzanti Luca,45,Ceramica Panaria - Margres,1:26:22 1:26:22,+86:22,-,20,2004
23,168.0,46,+1:27:53,,,Zaugg Oliver,46,Saunier Duval - Prodir,1:27:53 1:27:53,+87:53,-,20,2004
26,69.0,47,+1:32:14,,,Wegelius Charles,47,De Nardi,1:32:14 1:32:14,+92:14,-,20,2004
31,48.0,48,+1:34:21,,,Verheyen Geert,48,Chocolade Jacques - Wincor Nixdorf,1:34:21 1:34:21,+94:21,-,20,2004
25,131.0,49,+1:35:31,,,Bileka Volodymyr,49,Landbouwkrediet - Colnago,1:35:31 1:35:31,+95:31,-,20,2004
25,93.0,50,+1:36:22,,,Fritsch Nicolas,50,Fdjeux.com,1:36:22 1:36:22,+96:22,-,20,2004
25,161.0,51,+1:38:22,,,Bertogliati Rubens,51,Saunier Duval - Prodir,1:38:22 1:38:22,+98:22,-,20,2004
32,23.0,52,+1:39:29,,,Bertolini Alessandro,52,Alessio - Bianchi,1:39:29 1:39:29,+99:29,-,20,2004
31,183.0,53,+1:40:16,,,Andriotto Dario,53,Vini Caldirola - Nobili Rubinetterie,1:40:16 1:40:16,+100:16,-,20,2004
27,154.0,54,+1:40:51,,,Fertonani Marco,54,Phonak Hearing Systems,1:40:51 1:40:51,+100:51,-,20,2004
28,123.0,55,+1:42:08,,,Astarloa Ascasibar Igor,55,Lampre,1:42:08 1:42:08,+102:08,-,20,2004
24,107.0,56,+1:45:37,,,Muraglia Giuseppe,56,Formaggi Pinzolo Fiav,1:45:37 1:45:37,+105:37,-,20,2004
29,81.0,57,+1:46:46,,,Bruseghin Marzio,57,Fassa Bortolo,1:46:46 1:46:46,+106:46,-,20,2004
33,127.0,58,+1:48:33,,,Piccoli Mariano,58,Lampre,1:48:33 1:48:33,+108:33,-,20,2004
22,44.0,59,+1:49:17,,,Kostyuk Denys,59,Chocolade Jacques - Wincor Nixdorf,1:49:17 1:49:17,+109:17,-,20,2004
35,35.0,60,+1:50:25,,,Lanfranchi Paolo,60,Ceramica Panaria - Margres,1:50:25 1:50:25,+110:25,-,20,2004
29,184.0,61,+1:50:43,,,Gerosa Mauro,61,Vini Caldirola - Nobili Rubinetterie,1:50:43 1:50:43,+110:43,-,20,2004
29,24.0,62,+1:51:37,,,Ljungqvist Marcus,62,Alessio - Bianchi,1:51:37 1:51:37,+111:37,-,20,2004
23,119.0,63,+1:53:33,,,Ziegler Thomas,63,Gerolsteiner,1:53:33 1:53:33,+113:33,-,20,2004
32,132.0,64,+1:53:45,,,Duma Vladimir,64,Landbouwkrediet - Colnago,1:53:45 1:53:45,+113:45,-,20,2004
29,6.0,65,+1:54:07,,,Spezialetti Alessandro,65,Saeco,1:54:07 1:54:07,+114:07,-,20,2004
26,164.0,66,+1:55:39,,,Gomis Lopez Juan,66,Saunier Duval - Prodir,1:55:39 1:55:39,+115:39,-,20,2004
26,136.0,67,+1:56:13,,,Sijmens Nico,67,Landbouwkrediet - Colnago,1:56:13 1:56:13,+116:13,-,20,2004
31,83.0,68,+1:56:19,,,Codol Massimo,68,Fassa Bortolo,1:56:19 1:56:19,+116:19,-,20,2004
29,67.0,69,+1:56:20,,,Pugaci Igor,69,De Nardi,1:56:20 1:56:20,+116:20,-,20,2004
31,116.0,70,+1:56:52,,,Serpellini Marco,70,Gerolsteiner,1:56:52 1:56:52,+116:52,-,20,2004
32,178.0,71,+2:01:24,,,Pozzi Oscar,71,Tenax,2:01:24 2:01:24,+121:24,-,20,2004
29,29.0,72,+2:03:26,,,Rastelli Ellis,72,Alessio - Bianchi,2:03:26 2:03:26,+123:26,-,20,2004
32,174.0,73,+2:03:33,,,Loda Nicola,73,Tenax,2:03:33 2:03:33,+123:33,-,20,2004
27,65.0,74,+2:05:22,,,Giordani Leonardo,74,De Nardi,2:05:22 2:05:22,+125:22,-,20,2004
23,167.0,75,+2:09:30,,,Mori Manuele,75,Saunier Duval - Prodir,2:09:30 2:09:30,+129:30,-,20,2004
29,187.0,76,+2:09:36,,,Sironi Gianluca,76,Vini Caldirola - Nobili Rubinetterie,2:09:36 2:09:36,+129:36,-,20,2004
25,64.0,77,+2:10:47,,,Gasparre Graziano,77,De Nardi,2:10:47 2:10:47,+130:47,-,20,2004
24,39.0,78,+2:12:03,,,Borrajo Alejandro Alberto,78,Ceramica Panaria - Margres,2:12:03 2:12:03,+132:03,-,20,2004
23,176.0,79,+2:13:39,,,Pietropolli Daniele,79,Tenax,2:13:39 2:13:39,+133:39,-,20,2004
26,98.0,80,+2:14:10,,,Vogondy Nicolas,80,Fdjeux.com,2:14:10 2:14:10,+134:10,-,20,2004
29,125.0,81,+2:14:38,,,Hauptman Andrej,81,Lampre,2:14:38 2:14:38,+134:38,-,20,2004
35,53.0,82,+2:15:08,,,Mar\xedn Ruber Alveiro,82,Colombia - Selle Italia,2:15:08 2:15:08,+135:08,-,20,2004
34,12.0,83,+2:15:21,,,Ferrigato Andrea,83,Acqua & Sapone - Caffe Mokambo,2:15:21 2:15:21,+135:21,-,20,2004
26,92.0,84,+2:15:45,,,Derepas David,84,Fdjeux.com,2:15:45 2:15:45,+135:45,-,20,2004
27,139.0,85,+2:16:12,,,Adyeyev Sergiy,85,,2:16:12 2:16:12,+136:12,-,20,2004
25,179.0,86,+2:17:10,,,Rogina Radoslav,86,Tenax,2:17:10 2:17:10,+137:10,-,20,2004
23,151.0,87,+2:18:18,,,Albasini Michael,87,Phonak Hearing Systems,2:18:18 2:18:18,+138:18,-,20,2004
36,75.0,88,+2:21:16,,,Galletti Alessio,88,Domina Vacanze,2:21:16 2:21:16,+141:16,-,20,2004
25,33.0,89,+2:21:33,,,Davis Scott,89,Ceramica Panaria - Margres,2:21:33 2:21:33,+141:33,-,20,2004
24,185.0,90,+2:22:36,,,Masciarelli Simone,90,Vini Caldirola - Nobili Rubinetterie,2:22:36 2:22:36,+142:36,-,20,2004
29,156.0,91,+2:23:26,,,Murn Uros,91,Phonak Hearing Systems,2:23:26 2:23:26,+143:26,-,20,2004
26,66.0,92,+2:24:26,,,Gobbi Michele,92,De Nardi,2:24:26 2:24:26,+144:26,-,20,2004
36,138.0,93,+2:24:34,,,Verstrepen Johan,93,Landbouwkrediet - Colnago,2:24:34 2:24:34,+144:34,-,20,2004
31,7.0,94,+2:24:36,,,Stangelj Gorazd,94,Saeco,2:24:36 2:24:36,+144:36,-,20,2004
28,128.0,95,+2:26:05,,,Righi Daniele,95,Lampre,2:26:05 2:26:05,+146:05,-,20,2004
30,85.0,96,+2:27:44,,,Petacchi Alessandro,96,Fassa Bortolo,2:27:44 2:27:44,+147:44,-,20,2004
26,158.0,97,+2:27:48,,,Usov Alexandre,97,Phonak Hearing Systems,2:27:48 2:27:48,+147:48,-,20,2004
30,16.0,98,+2:28:10,,,Rodriguez Fred,98,Acqua & Sapone - Caffe Mokambo,2:28:10 2:28:10,+148:10,-,20,2004
33,4.0,99,+2:30:09,,,Fornaciari Paolo,99,Saeco,2:30:09 2:30:09,+150:09,-,20,2004
30,89.0,100,+2:30:41,,,Velo Marco,100,Fassa Bortolo,2:30:41 2:30:41,+150:41,-,20,2004
30,86.0,101,+2:34:12,,,Sacchi Fabio,101,Fassa Bortolo,2:34:12 2:34:12,+154:12,-,20,2004
27,88.0,102,+2:34:26,,,Gustov Volodymyr,102,Fassa Bortolo,2:34:26 2:34:26,+154:26,-,20,2004
23,96.0,103,+2:35:51,,,Mourey Francis,103,Fdjeux.com,2:35:51 2:35:51,+155:51,-,20,2004
27,117.0,104,+2:36:19,,,Strauss Marcel,104,Gerolsteiner,2:36:19 2:36:19,+156:19,-,20,2004
28,78.0,105,+2:37:29,,,Nauduzs Andris,105,Domina Vacanze,2:37:29 2:37:29,+157:29,-,20,2004
30,87.0,106,+2:37:41,,,Tosatto Matteo,106,Fassa Bortolo,2:37:41 2:37:41,+157:41,-,20,2004
28,43.0,107,+2:39:04,,,Brard Florent,107,Chocolade Jacques - Wincor Nixdorf,2:39:04 2:39:04,+159:04,-,20,2004
28,84.0,108,+2:39:50,,,Ongarato Alberto,108,Fassa Bortolo,2:39:50 2:39:50,+159:50,-,20,2004
34,145.0,109,+2:40:13,,,Vierhouten Aart,109,Lotto - Domo,2:40:13 2:40:13,+160:13,-,20,2004
27,175.0,110,+2:41:06,,,Mazzoleni Renzo,110,Tenax,2:41:06 2:41:06,+161:06,-,20,2004
30,114.0,111,+2:42:01,,,Pollack Olaf,111,Gerolsteiner,2:42:01 2:42:01,+162:01,-,20,2004
32,147.0,112,+2:42:48,,,Gates Nick,112,Lotto - Domo,2:42:48 2:42:48,+162:48,-,20,2004
30,189.0,113,+2:43:02,,,Zanotti Marco,113,Vini Caldirola - Nobili Rubinetterie,2:43:02 2:43:02,+163:02,-,20,2004
28,149.0,114,+2:44:56,,,Verbrugghe Ief,114,Lotto - Domo,2:44:56 2:44:56,+164:56,-,20,2004
26,112.0,115,+2:45:24,,,F\xf6rster Robert,115,Gerolsteiner,2:45:24 2:45:24,+165:24,-,20,2004
32,73.0,116,+2:46:59,,,Colombo Gabriele,116,Domina Vacanze,2:46:59 2:46:59,+166:59,-,20,2004
25,172.0,117,+2:47:03,,,Ginestri Giancarlo,117,Tenax,2:47:03 2:47:03,+167:03,-,20,2004
34,77.0,118,+2:48:06,,,Lombardi Giovanni,118,Domina Vacanze,2:48:06 2:48:06,+168:06,-,20,2004
27,63.0,119,+2:48:28,,,Cadamuro Simone,119,De Nardi,2:48:28 2:48:28,+168:28,-,20,2004
39,79.0,120,+2:48:41,,,Scirea Mario,120,Domina Vacanze,2:48:41 2:48:41,+168:41,-,20,2004
28,49.0,121,+2:49:28,,,van Velzen Jan,121,Chocolade Jacques - Wincor Nixdorf,2:49:28 2:49:28,+169:28,-,20,2004
25,15.0,122,+2:49:38,,,D' Amore Crescenzo,122,Acqua & Sapone - Caffe Mokambo,2:49:38 2:49:38,+169:38,-,20,2004
24,34.0,123,+2:50:32,,,Lancaster Brett,123,Ceramica Panaria - Margres,2:50:32 2:50:32,+170:32,-,20,2004
24,143.0,124,+2:51:16,,,Gardeyn Gorik,124,Lotto - Domo,2:51:16 2:51:16,+171:16,-,20,2004
25,59.0,125,+2:54:57,,,Wilson Trent,125,Colombia - Selle Italia,2:54:57 2:54:57,+174:57,-,20,2004
27,74.0,126,+3:00:23,,,Derganc Martin,126,Domina Vacanze,3:00:23 3:00:23,+180:23,-,20,2004
26,22.0,127,+3:00:46,,,Furlan Angelo,127,Alessio - Bianchi,3:00:46 3:00:46,+180:46,-,20,2004
26,57.0,128,+3:03:50,,,Schnyder Philippe,128,Colombia - Selle Italia,3:03:50 3:03:50,+183:50,-,20,2004
30,,129,+3:07:33,,,Mervar Bostjan,129,,3:07:33 3:07:33,+187:33,-,20,2004
23,148.0,130,+3:11:11,,,Steegmans Gert,130,Lotto - Domo,3:11:11 3:11:11,+191:11,-,20,2004
26,99.0,131,+3:22:02,,,Wilson Matthew,131,Fdjeux.com,3:22:02 3:22:02,+202:02,-,20,2004
24,46.0,132,+3:22:09,,,Rudenko Maksyim,132,Chocolade Jacques - Wincor Nixdorf,3:22:09 3:22:09,+202:09,-,20,2004
27,58.0,133,+3:25:27,,,van Hout Russell,133,Colombia - Selle Italia,3:25:27 3:25:27,+205:27,-,20,2004
34,102.0,134,+3:26:45,,,Manzoni Mario,134,Formaggi Pinzolo Fiav,3:26:45 3:26:45,+206:45,-,20,2004
22,97.0,135,+3:30:00,,,Vaugrenard Benoit,135,Fdjeux.com,3:30:00 3:30:00,+210:00,-,20,2004
23,171.0,136,+3:30:36,,,Bosisio Gabriele,136,Tenax,3:30:36 3:30:36,+210:36,-,20,2004
24,177.0,137,+3:46:50,,,Podgornik Dean,137,Tenax,3:46:50 3:46:50,+226:50,-,20,2004
30,105.0,138,+3:55:37,,,Gualdi Domenico,138,Formaggi Pinzolo Fiav,3:55:37 3:55:37,+235:37,-,20,2004
29,109.0,139,+4:03:22,,,Serina Corrado,139,Formaggi Pinzolo Fiav,4:03:22 4:03:22,+243:22,-,20,2004
