Rnk,BIB,Rider,Age,Team,UCI,Pnt,GC,GC-Time,Time,year,stage
68,167,Minard S\xe9bastien,33,AG2R La Mondiale,,,90.0,+54:34,19:20 19:20,2015,5
69,137,Roy J\xe9r\xe9my,31,FDJ,,,59.0,+34:47,21:16 21:16,2015,5
70,135,Ladagnous Matthieu,30,FDJ,,,69.0,+42:22,",, 21:16",2015,5
71,117,Rojas Jos\xe9 Joaqu\xedn,30,Movistar Team,,,39.0,+22:28,",, 21:16",2015,5
72,97,Mohoric Matej,20,Team Cannondale - Garmin,,,86.0,+52:59,21:27 21:27,2015,5
73,21,Elmiger Martin,36,IAM Cycling,,,57.0,+33:56,",, 21:27",2015,5
74,104,Impey Daryl,30,Orica GreenEDGE,,,49.0,+29:18,",, 21:27",2015,5
75,63,Lindeman Bert-Jan,26,Team LottoNL-Jumbo,,,100.0,+1:00:20,",, 21:27",2015,5
76,87,Jones Carter,26,Team Giant - Alpecin,,,116.0,+1:05:58,",, 21:27",2015,5
77,116,Malori Adriano,27,Movistar Team,,,79.0,+48:43,",, 21:27",2015,5
78,154,Agnoli Valerio,30,Astana Pro Team,,,78.0,+47:45,",, 21:27",2015,5
79,48,Valgren Michael,23,Tinkoff - Saxo,,,65.0,+38:36,",, 21:27",2015,5
80,186,Marcato Marco,31,Wanty - Groupe Gobert,,,76.0,+46:59,",, 21:27",2015,5
81,37,Van Avermaet Greg,30,BMC Racing Team,,,40.0,+23:44,",, 21:27",2015,5
82,144,Go\u0142a\u015b Micha\u0142,31,Etixx - Quick Step,,,62.0,+36:02,",, 21:27",2015,5
83,112,Capecchi Eros,29,Movistar Team,,,70.0,+42:26,",, 21:27",2015,5
84,96,Howes Alex,27,Team Cannondale - Garmin,,,113.0,+1:05:12,",, 21:27",2015,5
85,128,Roelandts Jurgen,29,Lotto Soudal,,,115.0,+1:05:34,",, 21:27",2015,5
86,106,Tuft Svein,38,Orica GreenEDGE,,,122.0,+1:11:15,",, 21:27",2015,5
87,181,Gasparotto Enrico,33,Wanty - Groupe Gobert,,,43.0,+24:25,21:50 21:50,2015,5
88,105,Hayman Mathew,37,Orica GreenEDGE,,,110.0,+1:03:43,22:39 22:39,2015,5
89,101,Albasini Michael,34,Orica GreenEDGE,,,48.0,+28:31,",, 22:39",2015,5
90,62,Leezer Tom,29,Team LottoNL-Jumbo,,,111.0,+1:04:04,",, 22:39",2015,5
91,123,Breen Vegard,25,Lotto Soudal,,,73.0,+45:12,22:51 22:51,2015,5
92,58,Pate Danny,36,Team Sky,,,125.0,+1:12:50,23:02 23:02,2015,5
93,4,Conti Valerio,22,Lampre - Merida,,,47.0,+27:29,23:28 23:28,2015,5
94,41,Sagan Peter,25,Tinkoff - Saxo,,,41.0,+23:46,23:51 23:51,2015,5
95,118,Ventoso Francisco,33,Movistar Team,,,72.0,+44:32,",, 23:51",2015,5
96,68,Teunissen Mike,22,Team LottoNL-Jumbo,,,121.0,+1:11:11,",, 23:51",2015,5
97,18,Stuyven Jasper,23,Trek Factory Racing,,,81.0,+50:22,25:37 25:37,2015,5
98,16,Rast Gregory,35,Trek Factory Racing,,,102.0,+1:01:23,25:40 25:40,2015,5
99,45,Brutt Pavel,33,Tinkoff - Saxo,,,127.0,+1:13:33,26:06 26:06,2015,5
100,185,Antonini Simone,24,Wanty - Groupe Gobert,,,128.0,+1:13:53,26:18 26:18,2015,5
101,183,Baugnies Jerome,28,Wanty - Groupe Gobert,,,133.0,+1:17:02,",, 26:18",2015,5
102,138,Vichot Arthur,26,FDJ,,,132.0,+1:16:37,26:38 26:38,2015,5
103,13,Devolder Stijn,35,Trek Factory Racing,,,131.0,+1:16:35,26:47 26:47,2015,5
104,165,Turgot S\xe9bastien,31,AG2R La Mondiale,,,106.0,+1:02:53,26:51 26:51,2015,5
105,164,Gaudin Damien,28,AG2R La Mondiale,,,96.0,+58:47,26:57 26:57,2015,5
106,11,Cancellara Fabian,34,Trek Factory Racing,,,120.0,+1:10:54,",, 26:57",2015,5
107,153,Fominykh Daniil,23,Astana Pro Team,,,123.0,+1:11:31,27:07 27:07,2015,5
108,66,Van Asbroeck Tom,25,Team LottoNL-Jumbo,,,134.0,+1:17:08,",, 27:07",2015,5
109,126,Dehaes Kenny,30,Lotto Soudal,,,129.0,+1:14:40,",, 27:07",2015,5
110,76,Lagutin Sergey,34,Team Katusha,,,107.0,+1:02:55,",, 27:07",2015,5
111,74,Kozonchuk Dmitry,31,Team Katusha,,,92.0,+55:54,",, 27:07",2015,5
112,8,Costa M\xe1rio,29,Lampre - Merida,,,118.0,+1:07:00,",, 27:07",2015,5
113,92,Bettiol Alberto,21,Team Cannondale - Garmin,,,108.0,+1:02:56,",, 27:07",2015,5
114,124,de Buyst Jasper,21,Lotto Soudal,,,105.0,+1:02:08,",, 27:07",2015,5
115,27,Br\xe4ndle Matthias,25,IAM Cycling,,,119.0,+1:08:37,27:39 27:39,2015,5
116,42,Bennati Daniele,34,Tinkoff - Saxo,,,101.0,+1:01:06,28:02 28:02,2015,5
117,55,Eisel Bernhard,34,Team Sky,,,136.0,+1:18:04,",, 28:02",2015,5
118,166,Kadri Blel,28,AG2R La Mondiale,,,130.0,+1:16:11,28:36 28:36,2015,5
119,84,de Kort Koen,32,Team Giant - Alpecin,,,112.0,+1:04:36,29:31 29:31,2015,5
120,81,Degenkolb John,26,Team Giant - Alpecin,,,87.0,+53:09,29:34 29:34,2015,5
121,82,Arndt Nikias,23,Team Giant - Alpecin,,,84.0,+52:23,",, 29:34",2015,5
122,44,Breschel Matti,30,Tinkoff - Saxo,,,95.0,+58:44,29:38 29:38,2015,5
123,47,M\xf8rk\xf8v Michael,30,Tinkoff - Saxo,,,94.0,+58:24,",, 29:38",2015,5
124,152,Bozic Borut,34,Astana Pro Team,,,114.0,+1:05:17,29:41 29:41,2015,5
125,75,Kuznetsov Viacheslav,25,Team Katusha,,,93.0,+57:38,30:05 30:05,2015,5
126,43,Trusov Nikolay,29,Tinkoff - Saxo,,,135.0,+1:17:43,30:12 30:12,2015,5
127,132,Bonnet William,32,FDJ,,,139.0,+1:20:22,30:31 30:31,2015,5
128,146,Stybar Zdenek,29,Etixx - Quick Step,,,97.0,+58:55,31:17 31:17,2015,5
129,145,Renshaw Mark,32,Etixx - Quick Step,,,138.0,+1:18:44,",, 31:17",2015,5
130,142,Cavendish Mark,30,Etixx - Quick Step,,,137.0,+1:18:37,",, 31:17",2015,5
131,73,Haller Marco,24,Team Katusha,,,103.0,+1:01:29,32:39 32:39,2015,5
132,71,Kristoff Alexander,27,Team Katusha,,,140.0,+1:22:26,",, 32:39",2015,5
133,182,Backaert Frederik,25,Wanty - Groupe Gobert,,,117.0,+1:05:58,",, 32:39",2015,5
134,72,Guarnieri Jacopo,27,Team Katusha,,,141.0,+1:22:36,",, 32:39",2015,5
135,98,Moser Moreno,24,Team Cannondale - Garmin,,,91.0,+55:44,32:42 32:42,2015,5
136,67,Vanmarcke Sep,26,Team LottoNL-Jumbo,,,99.0,+1:00:02,",, 32:42",2015,5
137,34,Drucker Jean-Pierre,28,BMC Racing Team,,,126.0,+1:13:09,32:51 32:51,2015,5
138,141,Kwiatkowski Michal,25,Etixx - Quick Step,,,98.0,+59:32,33:14 33:14,2015,5
139,147,Trentin Matteo,25,Etixx - Quick Step,,,77.0,+47:43,",, 33:14",2015,5
140,188,Selvaggi Mirko,30,Wanty - Groupe Gobert,,,82.0,+51:47,",, 33:14",2015,5
141,24,Devenyns Dries,31,IAM Cycling,,,124.0,+1:11:36,34:08 34:08,2015,5
142,1,Cimolai Davide,25,Lampre - Merida,,,144.0,+1:25:24,35:20 35:20,2015,5
143,2,Bonifazio Niccolo,21,Lampre - Merida,,,142.0,+1:23:18,35:22 35:22,2015,5
144,133,Chavanel S\xe9bastien,32,FDJ,,,143.0,+1:23:36,36:04 36:04,2015,5
145,134,D\xe9mare Arnaud,23,FDJ,,,145.0,+1:25:54,",, 36:04",2015,5
DNF,157,Malacarne Davide,27,Astana Pro Team,,,,+ - 17:42:01,",, 36:04",2015,5
DNF,114,Izagirre Ion,26,Movistar Team,,,,+ - 17:42:01,",, 36:04",2015,5
DNF,53,Lopez David,34,Team Sky,,,,+ - 17:42:01,",, 36:04",2015,5
DNS,107,Matthews Michael,24,Orica GreenEDGE,,,,+ - 17:42:01,",, 36:04",2015,5
1,41,Sagan Peter,25,Tinkoff - Saxo,6.0,50.0,40.0,+23:29,4:34:43 4:34:43,2015,6
2,128,Roelandts Jurgen,29,Lotto Soudal,4.0,30.0,113.0,+1:05:21,",, ,,",2015,6
3,71,Kristoff Alexander,27,Team Katusha,2.0,18.0,140.0,+1:22:15,",, ,,",2015,6
4,34,Drucker Jean-Pierre,28,BMC Racing Team,1.0,13.0,125.0,+1:13:02,",, ,,",2015,6
5,42,Bennati Daniele,34,Tinkoff - Saxo,1.0,10.0,100.0,+1:00:59,",, ,,",2015,6
6,142,Cavendish Mark,30,Etixx - Quick Step,,7.0,136.0,+1:18:32,0:02 0:02,2015,6
7,66,Van Asbroeck Tom,25,Team LottoNL-Jumbo,,4.0,132.0,+1:17:03,",, 0:02",2015,6
8,158,Lutsenko Alexey,22,Astana Pro Team,,3.0,31.0,+16:46,",, 0:02",2015,6
9,152,Bozic Borut,34,Astana Pro Team,,2.0,112.0,+1:05:12,",, 0:02",2015,6
10,151,Fuglsang Jakob,30,Astana Pro Team,,1.0,6.0,+1:22,",, 0:02",2015,6
11,52,Thomas Geraint,29,Team Sky,,,2.0,+0:42,",, 0:02",2015,6
12,72,Guarnieri Jacopo,27,Team Katusha,,,141.0,+1:22:36,0:07 0:07,2015,6
13,18,Stuyven Jasper,23,Trek Factory Racing,,,81.0,+50:22,",, 0:07",2015,6
14,117,Rojas Jos\xe9 Joaqu\xedn,30,Movistar Team,,,38.0,+22:28,",, 0:07",2015,6
15,78,Spilak Simon,28,Team Katusha,,,3.0,+0:50,",, 0:07",2015,6
16,134,D\xe9mare Arnaud,23,FDJ,,,145.0,+1:25:54,",, 0:07",2015,6
17,85,Dumoulin Tom,24,Team Giant - Alpecin,,,7.0,+1:32,",, 0:07",2015,6
18,136,Morabito Steve,32,FDJ,,,8.0,+2:29,",, 0:07",2015,6
19,77,Moreno Daniel,33,Team Katusha,,,18.0,+4:33,",, 0:07",2015,6
20,111,Anacona Winner,26,Movistar Team,,,23.0,+7:42,",, 0:07",2015,6
21,68,Teunissen Mike,22,Team LottoNL-Jumbo,,,120.0,+1:11:11,",, 0:07",2015,6
22,61,Gesink Robert,29,Team LottoNL-Jumbo,,,11.0,+2:57,",, 0:07",2015,6
23,156,Lopez Miguel Angel,21,Astana Pro Team,,,5.0,+1:07,",, 0:07",2015,6
24,163,Bakelants Jan,29,AG2R La Mondiale,,,21.0,+6:15,",, 0:07",2015,6
25,83,Barguil Warren,23,Team Giant - Alpecin,,,19.0,+4:52,",, 0:07",2015,6
26,132,Bonnet William,32,FDJ,,,139.0,+1:20:22,",, 0:07",2015,6
27,131,Pinot Thibaut,25,FDJ,,,1.0,+0:00,",, 0:07",2015,6
28,1,Cimolai Davide,25,Lampre - Merida,,,144.0,+1:25:24,",, 0:07",2015,6
29,104,Impey Daryl,30,Orica GreenEDGE,,,49.0,+29:18,",, 0:07",2015,6
30,21,Elmiger Martin,36,IAM Cycling,,,55.0,+33:56,",, 0:07",2015,6
31,46,Majka Rafa\u0142,25,Tinkoff - Saxo,,,12.0,+2:59,",, 0:07",2015,6
32,161,Pozzovivo Domenico,32,AG2R La Mondiale,,,4.0,+0:55,",, 0:07",2015,6
33,102,Chaves Johan Esteban,25,Orica GreenEDGE,,,13.0,+3:12,",, 0:07",2015,6
34,56,Knees Christian,34,Team Sky,,,45.0,+26:53,",, 0:07",2015,6
35,16,Rast Gregory,35,Trek Factory Racing,,,101.0,+1:01:23,",, 0:07",2015,6
36,26,Reichenbach Sebastien,26,IAM Cycling,,,9.0,+2:43,",, 0:07",2015,6
37,6,Pibernik Luka,21,Lampre - Merida,,,44.0,+25:25,",, 0:07",2015,6
38,145,Renshaw Mark,32,Etixx - Quick Step,,,138.0,+1:18:44,",, 0:07",2015,6
39,7,Durasek Kristijan,27,Lampre - Merida,,,14.0,+3:21,",, 0:07",2015,6
40,177,Honkisz Adrian,27,CCC Sprandi Polkowice,,,78.0,+48:53,",, 0:07",2015,6
41,81,Degenkolb John,26,Team Giant - Alpecin,,,86.0,+53:09,",, 0:07",2015,6
42,97,Mohoric Matej,20,Team Cannondale - Garmin,,,85.0,+52:57,",, 0:07",2015,6
43,92,Bettiol Alberto,21,Team Cannondale - Garmin,,,105.0,+1:02:56,",, 0:07",2015,6
44,187,Minnaard Marco,26,Wanty - Groupe Gobert,,,29.0,+15:55,",, 0:07",2015,6
45,84,de Kort Koen,32,Team Giant - Alpecin,,,109.0,+1:04:36,",, 0:07",2015,6
46,51,Henao Sergio Luis,27,Team Sky,,,10.0,+2:46,",, 0:07",2015,6
47,44,Breschel Matti,30,Tinkoff - Saxo,,,93.0,+58:44,",, 0:07",2015,6
48,105,Hayman Mathew,37,Orica GreenEDGE,,,107.0,+1:03:43,",, 0:07",2015,6
49,183,Baugnies Jerome,28,Wanty - Groupe Gobert,,,131.0,+1:16:56,",, 0:07",2015,6
50,184,de Greef Francis,30,Wanty - Groupe Gobert,,,24.0,+8:02,",, 0:07",2015,6
51,165,Turgot S\xe9bastien,31,AG2R La Mondiale,,,104.0,+1:02:53,",, 0:07",2015,6
52,93,Cardoso Andr\xe9,30,Team Cannondale - Garmin,,,36.0,+21:30,",, 0:07",2015,6
53,155,Kozhatayev Bakhtiyar,23,Astana Pro Team,,,83.0,+52:08,",, 0:07",2015,6
54,33,Hermans Ben,29,BMC Racing Team,,,17.0,+4:27,",, 0:07",2015,6
55,63,Lindeman Bert-Jan,26,Team LottoNL-Jumbo,,,97.0,+1:00:20,",, 0:07",2015,6
56,15,Jungels Bob,22,Trek Factory Racing,,,15.0,+3:22,",, 0:07",2015,6
57,164,Gaudin Damien,28,AG2R La Mondiale,,,94.0,+58:47,",, 0:07",2015,6
58,28,Warbasse Larry,24,IAM Cycling,,,32.0,+17:16,",, 0:07",2015,6
59,57,Siutsou Kanstantsin,32,Team Sky,,,20.0,+5:35,",, 0:07",2015,6
60,162,Bonnafond Guillaume,27,AG2R La Mondiale,,,52.0,+32:22,",, 0:07",2015,6
61,65,ten Dam Laurens,34,Team LottoNL-Jumbo,,,16.0,+3:49,",, 0:07",2015,6
62,95,King Benjamin,26,Team Cannondale - Garmin,,,58.0,+34:58,",, 0:07",2015,6
63,186,Marcato Marco,31,Wanty - Groupe Gobert,,,74.0,+46:59,",, 0:07",2015,6
64,82,Arndt Nikias,23,Team Giant - Alpecin,,,84.0,+52:23,",, 0:07",2015,6
65,143,Brambilla Gianluca,27,Etixx - Quick Step,,,22.0,+7:00,",, 0:07",2015,6
66,153,Fominykh Daniil,23,Astana Pro Team,,,121.0,+1:11:31,",, 0:07",2015,6
67,94,Dombrowski Joe,24,Team Cannondale - Garmin,,,26.0,+10:31,",, 0:07",2015,6
68,188,Selvaggi Mirko,30,Wanty - Groupe Gobert,,,82.0,+51:47,",, 0:07",2015,6
69,25,Fumeaux Jonathan,27,IAM Cycling,,,46.0,+27:05,",, 0:07",2015,6
70,174,Schumacher Stefan,33,CCC Sprandi Polkowice,,,65.0,+40:39,",, 0:07",2015,6
71,121,Van den Broeck Jurgen,32,Lotto Soudal,,,30.0,+16:41,",, 0:07",2015,6
72,154,Agnoli Valerio,30,Astana Pro Team,,,76.0,+47:45,",, 0:07",2015,6
73,47,M\xf8rk\xf8v Michael,30,Tinkoff - Saxo,,,92.0,+58:43,0:26 0:26,2015,6
74,67,Vanmarcke Sep,26,Team LottoNL-Jumbo,,,98.0,+1:00:30,0:35 0:35,2015,6
75,127,Monfort Maxime,32,Lotto Soudal,,,35.0,+20:34,0:37 0:37,2015,6
76,123,Breen Vegard,25,Lotto Soudal,,,73.0,+45:42,",, 0:37",2015,6
77,36,Senni Manuel,23,BMC Racing Team,,,50.0,+31:45,",, 0:37",2015,6
78,86,Fr\xf6hlinger Johannes,30,Team Giant - Alpecin,,,88.0,+54:40,",, 0:37",2015,6
79,2,Bonifazio Niccolo,21,Lampre - Merida,,,142.0,+1:23:48,",, 0:37",2015,6
80,106,Tuft Svein,38,Orica GreenEDGE,,,122.0,+1:11:45,",, 0:37",2015,6
81,173,Rutkiewicz Marek,34,CCC Sprandi Polkowice,,,102.0,+1:02:02,",, 0:37",2015,6
82,133,Chavanel S\xe9bastien,32,FDJ,,,143.0,+1:24:12,0:43 0:43,2015,6
83,45,Brutt Pavel,33,Tinkoff - Saxo,,,127.0,+1:14:12,0:46 0:46,2015,6
84,43,Trusov Nikolay,29,Tinkoff - Saxo,,,134.0,+1:18:22,",, 0:46",2015,6
85,73,Haller Marco,24,Team Katusha,,,103.0,+1:02:08,",, 0:46",2015,6
86,5,Niemiec Przemyslaw,35,Lampre - Merida,,,57.0,+34:43,",, 0:46",2015,6
87,32,Atapuma John Darwin,27,BMC Racing Team,,,33.0,+18:08,",, 0:46",2015,6
88,168,Domont Axel,24,AG2R La Mondiale,,,61.0,+37:23,",, 0:46",2015,6
89,17,Schleck Fr\xe4nk,35,Trek Factory Racing,,,25.0,+8:28,",, 0:46",2015,6
90,167,Minard S\xe9bastien,33,AG2R La Mondiale,,,90.0,+55:13,",, 0:46",2015,6
91,55,Eisel Bernhard,34,Team Sky,,,137.0,+1:18:43,",, 0:46",2015,6
92,122,Arm\xe9e Sander,29,Lotto Soudal,,,89.0,+54:59,",, 0:46",2015,6
93,175,Rebellin Davide,43,CCC Sprandi Polkowice,,,27.0,+13:22,",, 0:46",2015,6
94,31,Dillier Silvan,24,BMC Racing Team,,,51.0,+31:50,",, 0:46",2015,6
95,185,Antonini Simone,24,Wanty - Groupe Gobert,,,128.0,+1:14:32,",, 0:46",2015,6
96,172,Samoilau Branislau,30,CCC Sprandi Polkowice,,,54.0,+33:14,",, 0:46",2015,6
97,64,Martens Paul,31,Team LottoNL-Jumbo,,,67.0,+42:39,",, 0:46",2015,6
98,27,Br\xe4ndle Matthias,25,IAM Cycling,,,118.0,+1:09:16,",, 0:46",2015,6
99,137,Roy J\xe9r\xe9my,31,FDJ,,,59.0,+35:26,",, 0:46",2015,6
100,144,Go\u0142a\u015b Micha\u0142,31,Etixx - Quick Step,,,60.0,+36:41,",, 0:46",2015,6
101,87,Jones Carter,26,Team Giant - Alpecin,,,115.0,+1:06:37,",, 0:46",2015,6
102,116,Malori Adriano,27,Movistar Team,,,79.0,+49:22,",, 0:46",2015,6
103,118,Ventoso Francisco,33,Movistar Team,,,72.0,+45:11,",, 0:46",2015,6
104,101,Albasini Michael,34,Orica GreenEDGE,,,48.0,+29:10,",, 0:46",2015,6
105,91,Danielson Thomas,37,Team Cannondale - Garmin,,,37.0,+22:15,",, 0:46",2015,6
106,4,Conti Valerio,22,Lampre - Merida,,,47.0,+28:08,",, 0:46",2015,6
107,181,Gasparotto Enrico,33,Wanty - Groupe Gobert,,,43.0,+25:04,",, 0:46",2015,6
108,14,Didier Laurent,30,Trek Factory Racing,,,69.0,+43:39,",, 0:46",2015,6
109,58,Pate Danny,36,Team Sky,,,126.0,+1:13:29,",, 0:46",2015,6
110,166,Kadri Blel,28,AG2R La Mondiale,,,130.0,+1:16:50,",, 0:46",2015,6
111,178,Bole Grega,29,CCC Sprandi Polkowice,,,87.0,+53:20,",, 0:46",2015,6
112,176,Hirt Jan,24,CCC Sprandi Polkowice,,,34.0,+19:28,",, 0:46",2015,6
113,182,Backaert Frederik,25,Wanty - Groupe Gobert,,,116.0,+1:06:37,",, 0:46",2015,6
114,13,Devolder Stijn,35,Trek Factory Racing,,,133.0,+1:17:14,",, 0:46",2015,6
115,37,Van Avermaet Greg,30,BMC Racing Team,,,41.0,+24:23,",, 0:46",2015,6
116,171,Szmyd Sylwester,37,CCC Sprandi Polkowice,,,42.0,+24:52,0:59 0:59,2015,6
117,112,Capecchi Eros,29,Movistar Team,,,68.0,+43:18,",, 0:59",2015,6
118,108,Meyer Cameron,27,Orica GreenEDGE,,,75.0,+47:38,",, 0:59",2015,6
119,103,Clarke Simon,28,Orica GreenEDGE,,,66.0,+41:57,",, 0:59",2015,6
120,62,Leezer Tom,29,Team LottoNL-Jumbo,,,111.0,+1:04:56,",, 0:59",2015,6
121,125,De Gendt Thomas,28,Lotto Soudal,,,62.0,+38:04,",, 0:59",2015,6
122,24,Devenyns Dries,31,IAM Cycling,,,124.0,+1:12:28,",, 0:59",2015,6
123,38,Wyss Danilo,29,BMC Racing Team,,,53.0,+33:07,",, 0:59",2015,6
124,76,Lagutin Sergey,34,Team Katusha,,,108.0,+1:03:47,",, 0:59",2015,6
125,11,Cancellara Fabian,34,Trek Factory Racing,,,123.0,+1:11:57,1:10 1:10,2015,6
126,75,Kuznetsov Viacheslav,25,Team Katusha,,,95.0,+58:47,1:16 1:16,2015,6
127,141,Kwiatkowski Michal,25,Etixx - Quick Step,,,99.0,+1:00:41,",, 1:16",2015,6
128,147,Trentin Matteo,25,Etixx - Quick Step,,,77.0,+48:52,",, 1:16",2015,6
129,126,Dehaes Kenny,30,Lotto Soudal,,,129.0,+1:15:50,1:17 1:17,2015,6
130,124,de Buyst Jasper,21,Lotto Soudal,,,106.0,+1:03:18,",, 1:17",2015,6
131,54,Nordhaug Lars Petter,31,Team Sky,,,110.0,+1:04:55,1:21 1:21,2015,6
132,135,Ladagnous Matthieu,30,FDJ,,,71.0,+44:11,1:56 1:56,2015,6
133,138,Vichot Arthur,26,FDJ,,,135.0,+1:18:26,",, 1:56",2015,6
134,74,Kozonchuk Dmitry,31,Team Katusha,,,91.0,+55:54,0:07 0:07,2015,6
135,98,Moser Moreno,24,Team Cannondale - Garmin,,,96.0,+58:55,3:18 3:18,2015,6
136,96,Howes Alex,27,Team Cannondale - Garmin,,,117.0,+1:08:24,3:19 3:19,2015,6
137,8,Costa M\xe1rio,29,Lampre - Merida,,,119.0,+1:10:14,3:21 3:21,2015,6
138,12,Arredondo Juli\xe1n David,26,Trek Factory Racing,,,28.0,+14:38,3:24 3:24,2015,6
139,22,Coppel J\xe9rome,28,IAM Cycling,,,39.0,+22:31,",, 3:24",2015,6
140,23,Denifl Stefan,27,IAM Cycling,,,56.0,+34:22,4:27 4:27,2015,6
141,88,Preidler Georg,25,Team Giant - Alpecin,,,80.0,+50:04,",, 4:27",2015,6
142,113,Anton Igor,32,Movistar Team,,,64.0,+39:14,",, 4:27",2015,6
143,48,Valgren Michael,23,Tinkoff - Saxo,,,70.0,+44:09,5:40 5:40,2015,6
144,146,Stybar Zdenek,29,Etixx - Quick Step,,,114.0,+1:05:25,6:37 6:37,2015,6
145,148,Vermote Julien,25,Etixx - Quick Step,,,63.0,+39:11,",, 6:37",2015,6
1,71,Kristoff Alexander,27,Team Katusha,6.0,50.0,122.0,+1:22:00,3:38:07 3:38:07,2015,7
2,41,Sagan Peter,25,Tinkoff - Saxo,4.0,30.0,39.0,+23:18,",, ,,",2015,7
3,1,Cimolai Davide,25,Lampre - Merida,2.0,18.0,127.0,+1:25:15,",, ,,",2015,7
4,37,Van Avermaet Greg,30,BMC Racing Team,1.0,13.0,41.0,+24:18,",, ,,",2015,7
5,134,D\xe9mare Arnaud,23,FDJ,1.0,10.0,129.0,+1:25:49,",, ,,",2015,7
6,128,Roelandts Jurgen,29,Lotto Soudal,,7.0,96.0,+1:05:16,",, ,,",2015,7
7,67,Vanmarcke Sep,26,Team LottoNL-Jumbo,,4.0,85.0,+1:00:25,",, ,,",2015,7
8,101,Albasini Michael,34,Orica GreenEDGE,,3.0,45.0,+29:05,",, ,,",2015,7
9,186,Marcato Marco,31,Wanty - Groupe Gobert,,2.0,65.0,+46:54,",, ,,",2015,7
10,117,Rojas Jos\xe9 Joaqu\xedn,30,Movistar Team,,1.0,37.0,+22:23,",, ,,",2015,7
11,64,Martens Paul,31,Team LottoNL-Jumbo,,,58.0,+42:34,",, ,,",2015,7
12,158,Lutsenko Alexey,22,Astana Pro Team,,,29.0,+16:41,",, ,,",2015,7
13,85,Dumoulin Tom,24,Team Giant - Alpecin,,,7.0,+1:27,",, ,,",2015,7
14,52,Thomas Geraint,29,Team Sky,,,2.0,+0:37,",, ,,",2015,7
15,21,Elmiger Martin,36,IAM Cycling,,,51.0,+33:51,",, ,,",2015,7
16,61,Gesink Robert,29,Team LottoNL-Jumbo,,,11.0,+2:52,",, ,,",2015,7
17,161,Pozzovivo Domenico,32,AG2R La Mondiale,,,3.0,+0:50,",, ,,",2015,7
18,151,Fuglsang Jakob,30,Astana Pro Team,,,6.0,+1:22,0:05 0:05,2015,7
19,42,Bennati Daniele,34,Tinkoff - Saxo,,,86.0,+1:00:59,",, 0:05",2015,7
20,7,Durasek Kristijan,27,Lampre - Merida,,,14.0,+3:21,",, 0:05",2015,7
21,156,Lopez Miguel Angel,21,Astana Pro Team,,,5.0,+1:07,",, 0:05",2015,7
22,51,Henao Sergio Luis,27,Team Sky,,,10.0,+2:46,",, 0:05",2015,7
23,163,Bakelants Jan,29,AG2R La Mondiale,,,21.0,+6:15,",, 0:05",2015,7
24,136,Morabito Steve,32,FDJ,,,8.0,+2:29,",, 0:05",2015,7
25,26,Reichenbach Sebastien,26,IAM Cycling,,,9.0,+2:43,",, 0:05",2015,7
26,131,Pinot Thibaut,25,FDJ,,,1.0,+0:00,",, 0:05",2015,7
27,78,Spilak Simon,28,Team Katusha,,,4.0,+0:50,",, 0:05",2015,7
28,142,Cavendish Mark,30,Etixx - Quick Step,,,115.0,+1:18:32,",, 0:05",2015,7
29,102,Chaves Johan Esteban,25,Orica GreenEDGE,,,13.0,+3:12,",, 0:05",2015,7
30,66,Van Asbroeck Tom,25,Team LottoNL-Jumbo,,,114.0,+1:17:03,",, 0:05",2015,7
31,33,Hermans Ben,29,BMC Racing Team,,,17.0,+4:27,",, 0:05",2015,7
