Rnk,BIB,Rider,Age,Team,UCI,Pnt,GC,GC-Time,Time,year,stage
32,97,Mohoric Matej,20,Team Cannondale - Garmin,,,76.0,+52:57,",, 0:05",2015,7
33,83,Barguil Warren,23,Team Giant - Alpecin,,,19.0,+4:52,",, 0:05",2015,7
34,174,Schumacher Stefan,33,CCC Sprandi Polkowice,,,56.0,+40:39,",, 0:05",2015,7
35,77,Moreno Daniel,33,Team Katusha,,,18.0,+4:33,",, 0:05",2015,7
36,15,Jungels Bob,22,Trek Factory Racing,,,15.0,+3:22,",, 0:05",2015,7
37,65,ten Dam Laurens,34,Team LottoNL-Jumbo,,,16.0,+3:49,",, 0:05",2015,7
38,96,Howes Alex,27,Team Cannondale - Garmin,,,104.0,+1:08:24,",, 0:05",2015,7
39,28,Warbasse Larry,24,IAM Cycling,,,31.0,+17:16,",, 0:05",2015,7
40,177,Honkisz Adrian,27,CCC Sprandi Polkowice,,,72.0,+48:53,",, 0:05",2015,7
41,81,Degenkolb John,26,Team Giant - Alpecin,,,77.0,+53:09,",, 0:05",2015,7
42,57,Siutsou Kanstantsin,32,Team Sky,,,20.0,+5:35,",, 0:05",2015,7
43,46,Majka Rafa\u0142,25,Tinkoff - Saxo,,,12.0,+2:59,",, 0:05",2015,7
44,68,Teunissen Mike,22,Team LottoNL-Jumbo,,,107.0,+1:11:11,",, 0:05",2015,7
45,187,Minnaard Marco,26,Wanty - Groupe Gobert,,,28.0,+15:55,",, 0:05",2015,7
46,184,de Greef Francis,30,Wanty - Groupe Gobert,,,23.0,+8:02,",, 0:05",2015,7
47,143,Brambilla Gianluca,27,Etixx - Quick Step,,,22.0,+7:00,",, 0:05",2015,7
48,105,Hayman Mathew,37,Orica GreenEDGE,,,92.0,+1:03:43,",, 0:05",2015,7
49,175,Rebellin Davide,43,CCC Sprandi Polkowice,,,27.0,+13:31,0:14 0:14,2015,7
50,6,Pibernik Luka,21,Lampre - Merida,,,42.0,+25:34,",, 0:14",2015,7
51,16,Rast Gregory,35,Trek Factory Racing,,,87.0,+1:01:35,0:17 0:17,2015,7
52,93,Cardoso Andr\xe9,30,Team Cannondale - Garmin,,,36.0,+21:42,",, 0:17",2015,7
53,118,Ventoso Francisco,33,Movistar Team,,,63.0,+45:23,",, 0:17",2015,7
54,146,Stybar Zdenek,29,Etixx - Quick Step,,,97.0,+1:05:41,0:21 0:21,2015,7
55,24,Devenyns Dries,31,IAM Cycling,,,109.0,+1:12:44,",, 0:21",2015,7
56,34,Drucker Jean-Pierre,28,BMC Racing Team,,,111.0,+1:13:25,0:28 0:28,2015,7
57,155,Kozhatayev Bakhtiyar,23,Astana Pro Team,,,75.0,+52:35,0:32 0:32,2015,7
58,17,Schleck Fr\xe4nk,35,Trek Factory Racing,,,25.0,+8:55,",, 0:32",2015,7
59,72,Guarnieri Jacopo,27,Team Katusha,,,123.0,+1:23:03,",, 0:32",2015,7
60,127,Monfort Maxime,32,Lotto Soudal,,,35.0,+21:06,0:37 0:37,2015,7
61,38,Wyss Danilo,29,BMC Racing Team,,,49.0,+33:39,",, 0:37",2015,7
62,121,Van den Broeck Jurgen,32,Lotto Soudal,,,30.0,+17:13,",, 0:37",2015,7
63,111,Anacona Winner,26,Movistar Team,,,24.0,+8:14,",, 0:37",2015,7
64,95,King Benjamin,26,Team Cannondale - Garmin,,,52.0,+35:30,",, 0:37",2015,7
65,165,Turgot S\xe9bastien,31,AG2R La Mondiale,,,91.0,+1:03:25,",, 0:37",2015,7
66,56,Knees Christian,34,Team Sky,,,43.0,+27:25,",, 0:37",2015,7
67,94,Dombrowski Joe,24,Team Cannondale - Garmin,,,26.0,+11:03,",, 0:37",2015,7
68,176,Hirt Jan,24,CCC Sprandi Polkowice,,,34.0,+20:00,",, 0:37",2015,7
69,25,Fumeaux Jonathan,27,IAM Cycling,,,44.0,+27:37,",, 0:37",2015,7
70,32,Atapuma John Darwin,27,BMC Racing Team,,,32.0,+18:40,",, 0:37",2015,7
71,84,de Kort Koen,32,Team Giant - Alpecin,,,95.0,+1:05:08,",, 0:37",2015,7
72,167,Minard S\xe9bastien,33,AG2R La Mondiale,,,80.0,+55:45,",, 0:37",2015,7
73,172,Samoilau Branislau,30,CCC Sprandi Polkowice,,,50.0,+33:46,",, 0:37",2015,7
74,14,Didier Laurent,30,Trek Factory Racing,,,60.0,+44:11,",, 0:37",2015,7
75,162,Bonnafond Guillaume,27,AG2R La Mondiale,,,48.0,+32:54,",, 0:37",2015,7
76,47,M\xf8rk\xf8v Michael,30,Tinkoff - Saxo,,,82.0,+59:15,",, 0:37",2015,7
77,144,Go\u0142a\u015b Micha\u0142,31,Etixx - Quick Step,,,53.0,+37:13,",, 0:37",2015,7
78,91,Danielson Thomas,37,Team Cannondale - Garmin,,,38.0,+22:47,",, 0:37",2015,7
79,154,Agnoli Valerio,30,Astana Pro Team,,,69.0,+48:17,",, 0:37",2015,7
80,112,Capecchi Eros,29,Movistar Team,,,59.0,+43:50,",, 0:37",2015,7
81,145,Renshaw Mark,32,Etixx - Quick Step,,,118.0,+1:19:39,1:00 1:00,2015,7
82,31,Dillier Silvan,24,BMC Racing Team,,,47.0,+32:48,1:04 1:04,2015,7
83,22,Coppel J\xe9rome,28,IAM Cycling,,,40.0,+23:31,1:05 1:05,2015,7
84,106,Tuft Svein,38,Orica GreenEDGE,,,110.0,+1:12:45,",, 1:05",2015,7
85,164,Gaudin Damien,28,AG2R La Mondiale,,,83.0,+59:54,1:12 1:12,2015,7
86,108,Meyer Cameron,27,Orica GreenEDGE,,,70.0,+48:48,1:15 1:15,2015,7
87,62,Leezer Tom,29,Team LottoNL-Jumbo,,,99.0,+1:06:21,1:30 1:30,2015,7
88,147,Trentin Matteo,25,Etixx - Quick Step,,,73.0,+50:22,1:35 1:35,2015,7
89,104,Impey Daryl,30,Orica GreenEDGE,,,46.0,+30:44,",, 1:35",2015,7
90,141,Kwiatkowski Michal,25,Etixx - Quick Step,,,88.0,+1:02:07,",, 1:35",2015,7
91,13,Devolder Stijn,35,Trek Factory Racing,,,116.0,+1:18:50,1:41 1:41,2015,7
92,123,Breen Vegard,25,Lotto Soudal,,,68.0,+47:20,1:43 1:43,2015,7
93,2,Bonifazio Niccolo,21,Lampre - Merida,,,128.0,+1:25:28,1:45 1:45,2015,7
94,135,Ladagnous Matthieu,30,FDJ,,,64.0,+45:51,",, 1:45",2015,7
95,137,Roy J\xe9r\xe9my,31,FDJ,,,54.0,+37:42,2:21 2:21,2015,7
96,152,Bozic Borut,34,Astana Pro Team,,,103.0,+1:07:32,2:25 2:25,2015,7
97,63,Lindeman Bert-Jan,26,Team LottoNL-Jumbo,,,89.0,+1:02:42,2:27 2:27,2015,7
98,76,Lagutin Sergey,34,Team Katusha,,,98.0,+1:06:09,",, 2:27",2015,7
99,103,Clarke Simon,28,Orica GreenEDGE,,,61.0,+44:33,2:41 2:41,2015,7
100,73,Haller Marco,24,Team Katusha,,,94.0,+1:04:54,2:51 2:51,2015,7
101,188,Selvaggi Mirko,30,Wanty - Groupe Gobert,,,79.0,+54:49,3:07 3:07,2015,7
102,75,Kuznetsov Viacheslav,25,Team Katusha,,,90.0,+1:03:11,4:29 4:29,2015,7
103,74,Kozonchuk Dmitry,31,Team Katusha,,,84.0,+1:00:18,",, 4:29",2015,7
104,12,Arredondo Juli\xe1n David,26,Trek Factory Racing,,,33.0,+19:02,",, 4:29",2015,7
105,23,Denifl Stefan,27,IAM Cycling,,,55.0,+40:15,5:58 5:58,2015,7
106,86,Fr\xf6hlinger Johannes,30,Team Giant - Alpecin,,,93.0,+1:04:14,9:39 9:39,2015,7
107,48,Valgren Michael,23,Tinkoff - Saxo,,,78.0,+53:43,",, 9:39",2015,7
108,168,Domont Axel,24,AG2R La Mondiale,,,66.0,+47:01,9:46 9:46,2015,7
109,5,Niemiec Przemyslaw,35,Lampre - Merida,,,67.0,+47:11,12:33 12:33,2015,7
110,125,De Gendt Thomas,28,Lotto Soudal,,,74.0,+50:32,",, 12:33",2015,7
111,153,Fominykh Daniil,23,Astana Pro Team,,,126.0,+1:23:59,",, 12:33",2015,7
112,183,Baugnies Jerome,28,Wanty - Groupe Gobert,,,138.0,+1:34:00,17:09 17:09,2015,7
113,182,Backaert Frederik,25,Wanty - Groupe Gobert,,,125.0,+1:23:41,",, 17:09",2015,7
114,58,Pate Danny,36,Team Sky,,,133.0,+1:30:33,",, 17:09",2015,7
115,87,Jones Carter,26,Team Giant - Alpecin,,,124.0,+1:23:41,",, 17:09",2015,7
116,166,Kadri Blel,28,AG2R La Mondiale,,,137.0,+1:33:54,",, 17:09",2015,7
117,132,Bonnet William,32,FDJ,,,142.0,+1:37:26,",, 17:09",2015,7
118,11,Cancellara Fabian,34,Trek Factory Racing,,,132.0,+1:29:01,",, 17:09",2015,7
119,138,Vichot Arthur,26,FDJ,,,140.0,+1:35:30,",, 17:09",2015,7
120,133,Chavanel S\xe9bastien,32,FDJ,,,143.0,+1:41:16,",, 17:09",2015,7
121,55,Eisel Bernhard,34,Team Sky,,,141.0,+1:35:47,",, 17:09",2015,7
122,88,Preidler Georg,25,Team Giant - Alpecin,,,101.0,+1:07:08,",, 17:09",2015,7
123,8,Costa M\xe1rio,29,Lampre - Merida,,,131.0,+1:27:18,",, 17:09",2015,7
124,124,de Buyst Jasper,21,Lotto Soudal,,,120.0,+1:20:22,",, 17:09",2015,7
125,18,Stuyven Jasper,23,Trek Factory Racing,,,102.0,+1:07:26,",, 17:09",2015,7
126,173,Rutkiewicz Marek,34,CCC Sprandi Polkowice,,,117.0,+1:19:06,",, 17:09",2015,7
127,171,Szmyd Sylwester,37,CCC Sprandi Polkowice,,,57.0,+41:56,",, 17:09",2015,7
128,178,Bole Grega,29,CCC Sprandi Polkowice,,,106.0,+1:10:24,",, 17:09",2015,7
129,98,Moser Moreno,24,Team Cannondale - Garmin,,,113.0,+1:15:59,",, 17:09",2015,7
130,36,Senni Manuel,23,BMC Racing Team,,,71.0,+48:49,",, 17:09",2015,7
131,116,Malori Adriano,27,Movistar Team,,,100.0,+1:06:26,",, 17:09",2015,7
132,113,Anton Igor,32,Movistar Team,,,81.0,+56:18,",, 17:09",2015,7
133,92,Bettiol Alberto,21,Team Cannondale - Garmin,,,119.0,+1:20:00,",, 17:09",2015,7
134,185,Antonini Simone,24,Wanty - Groupe Gobert,,,135.0,+1:31:36,",, 17:09",2015,7
135,4,Conti Valerio,22,Lampre - Merida,,,62.0,+45:12,",, 17:09",2015,7
136,122,Arm\xe9e Sander,29,Lotto Soudal,,,108.0,+1:12:03,",, 17:09",2015,7
137,82,Arndt Nikias,23,Team Giant - Alpecin,,,105.0,+1:09:27,",, 17:09",2015,7
138,27,Br\xe4ndle Matthias,25,IAM Cycling,,,130.0,+1:26:20,",, 17:09",2015,7
139,45,Brutt Pavel,33,Tinkoff - Saxo,,,134.0,+1:31:16,",, 17:09",2015,7
140,43,Trusov Nikolay,29,Tinkoff - Saxo,,,139.0,+1:35:26,",, 17:09",2015,7
141,44,Breschel Matti,30,Tinkoff - Saxo,,,112.0,+1:15:48,",, 17:09",2015,7
142,126,Dehaes Kenny,30,Lotto Soudal,,,136.0,+1:32:54,",, 17:09",2015,7
143,54,Nordhaug Lars Petter,31,Team Sky,,,121.0,+1:21:59,",, 17:09",2015,7
DNF,181,Gasparotto Enrico,33,Wanty - Groupe Gobert,,,,+ - 25:55:03,",, 17:09",2015,7
DNS,148,Vermote Julien,25,Etixx - Quick Step,,,,+ - 25:55:03,",, 17:09",2015,7
1,158,Lutsenko Alexey,22,Astana Pro Team,6.0,50.0,27.0,+14:14,3:28:11 3:28:11,2015,8
2,163,Bakelants Jan,29,AG2R La Mondiale,4.0,30.0,16.0,+3:54,0:01 0:01,2015,8
3,83,Barguil Warren,23,Team Giant - Alpecin,2.0,18.0,10.0,+2:51,0:17 0:17,2015,8
4,73,Haller Marco,24,Team Katusha,1.0,13.0,79.0,+1:03:00,0:22 0:22,2015,8
5,42,Bennati Daniele,34,Tinkoff - Saxo,1.0,10.0,72.0,+59:07,",, 0:22",2015,8
6,101,Albasini Michael,34,Orica GreenEDGE,,7.0,39.0,+27:13,",, 0:22",2015,8
7,147,Trentin Matteo,25,Etixx - Quick Step,,4.0,60.0,+48:29,",, 0:22",2015,8
8,38,Wyss Danilo,29,BMC Racing Team,,3.0,43.0,+31:45,",, 0:22",2015,8
9,111,Anacona Winner,26,Movistar Team,,2.0,21.0,+6:22,",, 0:22",2015,8
10,13,Devolder Stijn,35,Trek Factory Racing,,1.0,97.0,+1:16:58,",, 0:22",2015,8
11,108,Meyer Cameron,27,Orica GreenEDGE,,,59.0,+47:13,0:40 0:40,2015,8
12,75,Kuznetsov Viacheslav,25,Team Katusha,,,78.0,+1:02:50,1:53 1:53,2015,8
13,128,Roelandts Jurgen,29,Lotto Soudal,,,82.0,+1:04:52,",, 1:53",2015,8
14,25,Fumeaux Jonathan,27,IAM Cycling,,,40.0,+27:15,",, 1:53",2015,8
15,186,Marcato Marco,31,Wanty - Groupe Gobert,,,56.0,+46:33,",, 1:53",2015,8
16,175,Rebellin Davide,43,CCC Sprandi Polkowice,,,26.0,+13:10,",, 1:53",2015,8
17,141,Kwiatkowski Michal,25,Etixx - Quick Step,,,75.0,+1:01:51,1:58 1:58,2015,8
18,41,Sagan Peter,25,Tinkoff - Saxo,,,34.0,+23:15,2:11 2:11,2015,8
19,85,Dumoulin Tom,24,Team Giant - Alpecin,,,6.0,+1:24,",, 2:11",2015,8
20,52,Thomas Geraint,29,Team Sky,,,2.0,+0:34,",, 2:11",2015,8
21,78,Spilak Simon,28,Team Katusha,,,3.0,+0:47,",, 2:11",2015,8
22,77,Moreno Daniel,33,Team Katusha,,,18.0,+4:30,",, 2:11",2015,8
23,15,Jungels Bob,22,Trek Factory Racing,,,14.0,+3:22,2:14 2:14,2015,8
24,102,Chaves Johan Esteban,25,Orica GreenEDGE,,,13.0,+3:12,",, 2:14",2015,8
25,161,Pozzovivo Domenico,32,AG2R La Mondiale,,,4.0,+0:50,",, 2:14",2015,8
26,48,Valgren Michael,23,Tinkoff - Saxo,,,65.0,+53:43,",, 2:14",2015,8
27,131,Pinot Thibaut,25,FDJ,,,1.0,+0:00,",, 2:14",2015,8
28,46,Majka Rafa\u0142,25,Tinkoff - Saxo,,,12.0,+2:59,",, 2:14",2015,8
29,51,Henao Sergio Luis,27,Team Sky,,,9.0,+2:46,",, 2:14",2015,8
30,61,Gesink Robert,29,Team LottoNL-Jumbo,,,11.0,+2:52,",, 2:14",2015,8
31,136,Morabito Steve,32,FDJ,,,7.0,+2:29,",, 2:14",2015,8
32,26,Reichenbach Sebastien,26,IAM Cycling,,,8.0,+2:43,",, 2:14",2015,8
33,88,Preidler Georg,25,Team Giant - Alpecin,,,85.0,+1:07:08,",, 2:14",2015,8
34,103,Clarke Simon,28,Orica GreenEDGE,,,54.0,+44:33,",, 2:14",2015,8
35,37,Van Avermaet Greg,30,BMC Racing Team,,,36.0,+24:18,",, 2:14",2015,8
36,64,Martens Paul,31,Team LottoNL-Jumbo,,,49.0,+42:39,2:19 2:19,2015,8
37,33,Hermans Ben,29,BMC Racing Team,,,19.0,+4:34,2:21 2:21,2015,8
38,156,Lopez Miguel Angel,21,Astana Pro Team,,,5.0,+1:14,",, 2:21",2015,8
39,7,Durasek Kristijan,27,Lampre - Merida,,,15.0,+3:28,",, 2:21",2015,8
40,184,de Greef Francis,30,Wanty - Groupe Gobert,,,22.0,+8:09,",, 2:21",2015,8
41,17,Schleck Fr\xe4nk,35,Trek Factory Racing,,,24.0,+9:02,",, 2:21",2015,8
42,117,Rojas Jos\xe9 Joaqu\xedn,30,Movistar Team,,,33.0,+22:30,",, 2:21",2015,8
43,187,Minnaard Marco,26,Wanty - Groupe Gobert,,,28.0,+16:02,",, 2:21",2015,8
44,177,Honkisz Adrian,27,CCC Sprandi Polkowice,,,61.0,+49:13,2:34 2:34,2015,8
45,57,Siutsou Kanstantsin,32,Team Sky,,,20.0,+5:57,2:36 2:36,2015,8
46,28,Warbasse Larry,24,IAM Cycling,,,29.0,+17:38,",, 2:36",2015,8
47,94,Dombrowski Joe,24,Team Cannondale - Garmin,,,25.0,+11:25,",, 2:36",2015,8
48,65,ten Dam Laurens,34,Team LottoNL-Jumbo,,,17.0,+4:11,",, 2:36",2015,8
49,32,Atapuma John Darwin,27,BMC Racing Team,,,30.0,+19:02,",, 2:36",2015,8
50,93,Cardoso Andr\xe9,30,Team Cannondale - Garmin,,,32.0,+22:13,2:45 2:45,2015,8
51,6,Pibernik Luka,21,Lampre - Merida,,,38.0,+26:34,3:14 3:14,2015,8
52,135,Ladagnous Matthieu,30,FDJ,,,57.0,+46:51,",, 3:14",2015,8
53,45,Brutt Pavel,33,Tinkoff - Saxo,,,113.0,+1:32:16,",, 3:14",2015,8
54,16,Rast Gregory,35,Trek Factory Racing,,,80.0,+1:03:05,3:44 3:44,2015,8
55,21,Elmiger Martin,36,IAM Cycling,,,45.0,+35:21,",, 3:44",2015,8
56,105,Hayman Mathew,37,Orica GreenEDGE,,,83.0,+1:05:13,",, 3:44",2015,8
57,104,Impey Daryl,30,Orica GreenEDGE,,,44.0,+32:14,",, 3:44",2015,8
58,118,Ventoso Francisco,33,Movistar Team,,,58.0,+46:53,",, 3:44",2015,8
59,44,Breschel Matti,30,Tinkoff - Saxo,,,99.0,+1:17:18,",, 3:44",2015,8
60,112,Capecchi Eros,29,Movistar Team,,,55.0,+45:20,",, 3:44",2015,8
61,171,Szmyd Sylwester,37,CCC Sprandi Polkowice,,,52.0,+43:26,",, 3:44",2015,8
62,36,Senni Manuel,23,BMC Racing Team,,,62.0,+50:19,",, 3:44",2015,8
63,146,Stybar Zdenek,29,Etixx - Quick Step,,,87.0,+1:07:13,3:46 3:46,2015,8
64,176,Hirt Jan,24,CCC Sprandi Polkowice,,,31.0,+21:32,",, 3:46",2015,8
65,167,Minard S\xe9bastien,33,AG2R La Mondiale,,,69.0,+57:17,",, 3:46",2015,8
66,144,Go\u0142a\u015b Micha\u0142,31,Etixx - Quick Step,,,47.0,+38:45,",, 3:46",2015,8
67,125,De Gendt Thomas,28,Lotto Soudal,,,64.0,+52:09,3:51 3:51,2015,8
68,56,Knees Christian,34,Team Sky,,,41.0,+29:05,3:54 3:54,2015,8
69,86,Fr\xf6hlinger Johannes,30,Team Giant - Alpecin,,,84.0,+1:05:54,",, 3:54",2015,8
70,143,Brambilla Gianluca,27,Etixx - Quick Step,,,23.0,+8:47,4:01 4:01,2015,8
71,137,Roy J\xe9r\xe9my,31,FDJ,,,48.0,+39:40,4:12 4:12,2015,8
72,74,Kozonchuk Dmitry,31,Team Katusha,,,76.0,+1:02:33,4:29 4:29,2015,8
73,24,Devenyns Dries,31,IAM Cycling,,,93.0,+1:15:06,4:36 4:36,2015,8
74,22,Coppel J\xe9rome,28,IAM Cycling,,,37.0,+26:01,4:44 4:44,2015,8
75,116,Malori Adriano,27,Movistar Team,,,89.0,+1:09:17,5:05 5:05,2015,8
76,23,Denifl Stefan,27,IAM Cycling,,,50.0,+43:06,",, 5:05",2015,8
77,164,Gaudin Damien,28,AG2R La Mondiale,,,77.0,+1:02:45,",, 5:05",2015,8
78,31,Dillier Silvan,24,BMC Racing Team,,,46.0,+35:43,5:09 5:09,2015,8
79,71,Kristoff Alexander,27,Team Katusha,,,106.0,+1:24:55,",, 5:09",2015,8
80,173,Rutkiewicz Marek,34,CCC Sprandi Polkowice,,,104.0,+1:22:54,6:02 6:02,2015,8
81,165,Turgot S\xe9bastien,31,AG2R La Mondiale,,,88.0,+1:07:38,6:30 6:30,2015,8
82,12,Arredondo Juli\xe1n David,26,Trek Factory Racing,,,35.0,+23:18,",, 6:30",2015,8
83,122,Arm\xe9e Sander,29,Lotto Soudal,,,98.0,+1:17:05,7:16 7:16,2015,8
84,96,Howes Alex,27,Team Cannondale - Garmin,,,95.0,+1:16:17,10:07 10:07,2015,8
85,91,Danielson Thomas,37,Team Cannondale - Garmin,,,42.0,+30:40,",, 10:07",2015,8
86,5,Niemiec Przemyslaw,35,Lampre - Merida,,,67.0,+55:04,",, 10:07",2015,8
87,95,King Benjamin,26,Team Cannondale - Garmin,,,51.0,+43:23,",, 10:07",2015,8
88,97,Mohoric Matej,20,Team Cannondale - Garmin,,,74.0,+1:00:50,",, 10:07",2015,8
89,153,Fominykh Daniil,23,Astana Pro Team,,,112.0,+1:31:52,",, 10:07",2015,8
90,66,Van Asbroeck Tom,25,Team LottoNL-Jumbo,,,107.0,+1:24:56,",, 10:07",2015,8
91,63,Lindeman Bert-Jan,26,Team LottoNL-Jumbo,,,90.0,+1:10:35,",, 10:07",2015,8
92,166,Kadri Blel,28,AG2R La Mondiale,,,120.0,+1:42:07,",, 10:07",2015,8
93,106,Tuft Svein,38,Orica GreenEDGE,,,101.0,+1:20:38,",, 10:07",2015,8
94,47,M\xf8rk\xf8v Michael,30,Tinkoff - Saxo,,,86.0,+1:07:08,",, 10:07",2015,8
95,62,Leezer Tom,29,Team LottoNL-Jumbo,,,92.0,+1:14:14,",, 10:07",2015,8
96,27,Br\xe4ndle Matthias,25,IAM Cycling,,,117.0,+1:37:07,13:01 13:01,2015,8
97,14,Didier Laurent,30,Trek Factory Racing,,,66.0,+54:58,",, 13:01",2015,8
98,11,Cancellara Fabian,34,Trek Factory Racing,,,118.0,+1:39:48,",, 13:01",2015,8
99,81,Degenkolb John,26,Team Giant - Alpecin,,,81.0,+1:03:56,",, 13:01",2015,8
100,34,Drucker Jean-Pierre,28,BMC Racing Team,,,105.0,+1:24:12,",, 13:01",2015,8
101,142,Cavendish Mark,30,Etixx - Quick Step,,,109.0,+1:29:19,",, 13:01",2015,8
102,172,Samoilau Branislau,30,CCC Sprandi Polkowice,,,53.0,+44:33,",, 13:01",2015,8
103,76,Lagutin Sergey,34,Team Katusha,,,96.0,+1:16:56,",, 13:01",2015,8
104,43,Trusov Nikolay,29,Tinkoff - Saxo,,,122.0,+1:46:13,",, 13:01",2015,8
105,84,de Kort Koen,32,Team Giant - Alpecin,,,94.0,+1:15:55,",, 13:01",2015,8
106,72,Guarnieri Jacopo,27,Team Katusha,,,114.0,+1:33:50,",, 13:01",2015,8
107,123,Breen Vegard,25,Lotto Soudal,,,71.0,+58:07,",, 13:01",2015,8
108,87,Jones Carter,26,Team Giant - Alpecin,,,115.0,+1:34:28,",, 13:01",2015,8
109,132,Bonnet William,32,FDJ,,,124.0,+1:48:13,",, 13:01",2015,8
110,138,Vichot Arthur,26,FDJ,,,123.0,+1:46:17,",, 13:01",2015,8
111,68,Teunissen Mike,22,Team LottoNL-Jumbo,,,103.0,+1:21:58,",, 13:01",2015,8
112,98,Moser Moreno,24,Team Cannondale - Garmin,,,108.0,+1:26:46,",, 13:01",2015,8
113,154,Agnoli Valerio,30,Astana Pro Team,,,73.0,+59:14,",, 13:01",2015,8
114,174,Schumacher Stefan,33,CCC Sprandi Polkowice,,,63.0,+51:26,",, 13:01",2015,8
115,4,Conti Valerio,22,Lampre - Merida,,,68.0,+55:59,",, 13:01",2015,8
116,185,Antonini Simone,24,Wanty - Groupe Gobert,,,121.0,+1:42:23,",, 13:01",2015,8
117,67,Vanmarcke Sep,26,Team LottoNL-Jumbo,,,91.0,+1:11:12,",, 13:01",2015,8
118,145,Renshaw Mark,32,Etixx - Quick Step,,,110.0,+1:30:26,",, 13:01",2015,8
119,92,Bettiol Alberto,21,Team Cannondale - Garmin,,,111.0,+1:30:47,",, 13:01",2015,8
120,1,Cimolai Davide,25,Lampre - Merida,,,116.0,+1:36:02,",, 13:01",2015,8
121,168,Domont Axel,24,AG2R La Mondiale,,,70.0,+57:48,",, 13:01",2015,8
122,152,Bozic Borut,34,Astana Pro Team,,,100.0,+1:18:19,",, 13:01",2015,8
123,178,Bole Grega,29,CCC Sprandi Polkowice,,,102.0,+1:21:11,",, 13:01",2015,8
124,58,Pate Danny,36,Team Sky,,,119.0,+1:41:20,",, 13:01",2015,8
DNF,54,Nordhaug Lars Petter,31,Team Sky,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,126,Dehaes Kenny,30,Lotto Soudal,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,127,Monfort Maxime,32,Lotto Soudal,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,182,Backaert Frederik,25,Wanty - Groupe Gobert,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,188,Selvaggi Mirko,30,Wanty - Groupe Gobert,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,183,Baugnies Jerome,28,Wanty - Groupe Gobert,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,82,Arndt Nikias,23,Team Giant - Alpecin,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,124,de Buyst Jasper,21,Lotto Soudal,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,113,Anton Igor,32,Movistar Team,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,8,Costa M\xe1rio,29,Lampre - Merida,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,121,Van den Broeck Jurgen,32,Lotto Soudal,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,162,Bonnafond Guillaume,27,AG2R La Mondiale,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,151,Fuglsang Jakob,30,Astana Pro Team,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,18,Stuyven Jasper,23,Trek Factory Racing,,,,+ - 29:25:28,",, 13:01",2015,8
DNF,155,Kozhatayev Bakhtiyar,23,Astana Pro Team,,,,+ - 29:25:28,",, 13:01",2015,8
HD,55,Eisel Bernhard,34,Team Sky,,,,+ - 29:25:28,",, 13:01",2015,8
HD,2,Bonifazio Niccolo,21,Lampre - Merida,,,,+ - 29:25:28,",, 13:01",2015,8
HD,133,Chavanel S\xe9bastien,32,FDJ,,,,+ - 29:25:28,",, 13:01",2015,8
HD,134,D\xe9mare Arnaud,23,FDJ,,,,+ - 29:25:28,",, 13:01",2015,8
